;index;Produktvariante;Prozessschritt;Auftragsnummer;Prozessbeschreibung;Prozessnummer;Startdatum;Startzeit;Enddatum;Endzeit;Arbeitsstation;Transportzeit;werkstueckID
1225;1225;8110;20;1362;feed part from magazin;200;12.05.2021;20:06:45;12.05.2021;20:06:46;11;27;224
1226;1226;8110;30;1362;assembly part with defined PCB;300;12.05.2021;20:22:09;12.05.2021;20:23:39;8;6;224
1227;1227;8110;40;1362;feed part from magazin;200;12.05.2021;20:24:33;12.05.2021;20:24:35;6;63;224
1228;1228;8110;50;1362;pressing for time in seconds;110;12.05.2021;20:24:49;12.05.2021;20:24:51;7;14;224
1229;1229;8110;60;1362;store a part from stopper 2;211;12.05.2021;20:26:25;12.05.2021;20:26:37;5;1126;224
1230;1230;8110;10;1362;release a defined part on stopper 1;212;12.05.2021;20:06:37;12.05.2021;20:06:50;5;0;225
1231;1231;8110;20;1362;feed part from magazin;200;12.05.2021;20:07:18;12.05.2021;20:07:20;11;27;225
1232;1232;8110;30;1362;assembly part with defined PCB;300;12.05.2021;20:17:03;12.05.2021;20:18:34;8;6;225
1233;1233;8110;40;1362;feed part from magazin;200;12.05.2021;20:19:15;12.05.2021;20:19:17;6;63;225
1234;1234;8110;50;1362;pressing for time in seconds;110;12.05.2021;20:19:43;12.05.2021;20:19:45;7;14;225
1235;1235;8110;60;1362;store a part from stopper 2;211;12.05.2021;20:21:18;12.05.2021;20:21:30;5;1126;225
1236;1236;8111;10;1362;release a defined part on stopper 1;212;12.05.2021;20:07:18;12.05.2021;20:07:31;5;0;226
1237;1237;8111;20;1362;feed part from magazin;200;12.05.2021;20:07:58;12.05.2021;20:08:00;11;27;226
1238;1238;8111;30;1362;assembly part with defined PCB;300;12.05.2021;20:20:26;12.05.2021;20:22:05;8;6;226
1239;1239;8111;40;1362;feed part from magazin;200;12.05.2021;20:22:47;12.05.2021;20:22:50;6;63;226
1240;1240;8111;50;1362;pressing for time in seconds;110;12.05.2021;20:23:03;12.05.2021;20:23:05;7;14;226
1241;1241;8111;60;1362;store a part from stopper 2;211;12.05.2021;20:24:49;12.05.2021;20:25:01;5;1126;226
1242;1242;8111;10;1362;release a defined part on stopper 1;212;12.05.2021;20:08:52;12.05.2021;20:09:06;5;0;227
1243;1243;8111;20;1362;feed part from magazin;200;12.05.2021;20:09:33;12.05.2021;20:09:35;11;27;227
1244;1244;8111;30;1362;assembly part with defined PCB;300;12.05.2021;20:14:57;12.05.2021;20:16:35;8;6;227
1245;1245;8111;40;1362;feed part from magazin;200;12.05.2021;20:17:39;12.05.2021;20:17:41;6;63;227
1246;1246;8111;50;1362;pressing for time in seconds;110;12.05.2021;20:17:59;12.05.2021;20:18:01;7;14;227
1247;1247;8111;60;1362;store a part from stopper 2;211;12.05.2021;20:19:25;12.05.2021;20:19:39;5;1126;227
1248;1248;8010;10;1363;release a defined part on stopper 1;212;12.05.2021;20:24:19;12.05.2021;20:24:33;5;0;228
1249;1249;8010;20;1363;feed part from magazin;200;12.05.2021;20:25:00;12.05.2021;20:25:01;11;27;228
1250;1250;8010;30;1363;assemble a PCB with one fuse left;302;12.05.2021;20:27:55;12.05.2021;20:29:38;8;6;228
1251;1251;8010;40;1363;feed part from magazin;200;12.05.2021;20:30:23;12.05.2021;20:30:26;6;63;228
1252;1252;8010;50;1363;pressing for time in seconds;110;12.05.2021;20:30:39;12.05.2021;20:30:41;7;14;228
1253;1253;8010;60;1363;store a part from stopper 2;211;12.05.2021;20:32:50;12.05.2021;20:33:02;5;1126;228
1254;1254;8010;10;1363;release a defined part on stopper 1;212;12.05.2021;20:25:02;12.05.2021;20:25:15;5;0;229
1255;1255;8010;20;1363;feed part from magazin;200;12.05.2021;20:25:41;12.05.2021;20:25:43;11;27;229
1256;1256;8010;30;1363;assemble a PCB with one fuse left;302;12.05.2021;20:29:43;12.05.2021;20:31:26;8;6;229
1257;1257;8010;40;1363;feed part from magazin;200;12.05.2021;20:32:23;12.05.2021;20:32:25;6;63;229
1258;1258;8010;50;1363;pressing for time in seconds;110;12.05.2021;20:32:38;12.05.2021;20:32:40;7;14;229
1259;1259;8010;60;1363;store a part from stopper 2;211;12.05.2021;20:34:16;12.05.2021;20:34:29;5;1126;229
1260;1260;8011;10;1363;release a defined part on stopper 1;212;12.05.2021;20:26:38;12.05.2021;20:26:51;5;0;230
1261;1261;8011;20;1363;feed part from magazin;200;12.05.2021;20:27:17;12.05.2021;20:27:19;11;27;230
1262;1262;8011;30;1363;assemble a PCB with fuse left and right ;304;12.05.2021;20:31:32;12.05.2021;20:33:23;8;6;230
1263;1263;8011;40;1363;feed part from magazin;200;12.05.2021;20:34:54;12.05.2021;20:34:57;6;63;230
1264;1264;8011;50;1363;pressing for time in seconds;110;12.05.2021;20:35:10;12.05.2021;20:35:12;7;14;230
1265;1265;8011;60;1363;store a part from stopper 2;211;12.05.2021;20:37:04;12.05.2021;20:37:16;5;1126;230
1266;1266;8011;10;1363;release a defined part on stopper 1;212;12.05.2021;20:26:54;12.05.2021;20:27:08;5;0;231
1267;1267;8011;20;1363;feed part from magazin;200;12.05.2021;20:27:35;12.05.2021;20:27:36;11;27;231
1268;1268;8011;30;1363;assemble a PCB with fuse left and right ;304;12.05.2021;20:33:52;12.05.2021;20:35:43;8;6;231
1269;1269;8011;40;1363;feed part from magazin;200;12.05.2021;20:36:28;12.05.2021;20:36:30;6;63;231
1270;1270;8011;50;1363;pressing for time in seconds;110;12.05.2021;20:36:54;12.05.2021;20:36:56;7;14;231
1271;1271;8011;60;1363;store a part from stopper 2;211;12.05.2021;20:38:28;12.05.2021;20:38:41;5;1126;231
1272;1272;8110;10;1363;release a defined part on stopper 1;212;12.05.2021;20:27:12;12.05.2021;20:27:26;5;0;232
1273;1273;8110;20;1363;feed part from magazin;200;12.05.2021;20:27:52;12.05.2021;20:27:54;11;27;232
1274;1274;8110;30;1363;assembly part with defined PCB;300;12.05.2021;20:41:57;12.05.2021;20:43:33;8;6;232
1275;1275;8110;40;1363;feed part from magazin;200;12.05.2021;20:44:41;12.05.2021;20:44:43;6;63;232
1276;1276;8110;50;1363;pressing for time in seconds;110;12.05.2021;20:45:03;12.05.2021;20:45:05;7;14;232
1277;1277;8110;60;1363;store a part from stopper 2;211;12.05.2021;20:46:42;12.05.2021;20:46:56;5;1126;232
1278;1278;8110;10;1363;release a defined part on stopper 1;212;12.05.2021;20:27:29;12.05.2021;20:27:43;5;0;233
1279;1279;8110;20;1363;feed part from magazin;200;12.05.2021;20:28:09;12.05.2021;20:28:11;11;27;233
1280;1280;8110;30;1363;assembly part with defined PCB;300;12.05.2021;20:39:18;12.05.2021;20:40:49;8;6;233
1281;1281;8110;40;1363;feed part from magazin;200;12.05.2021;20:41:40;12.05.2021;20:41:42;6;63;233
1282;1282;8110;50;1363;pressing for time in seconds;110;12.05.2021;20:41:56;12.05.2021;20:41:58;7;14;233
1283;1283;8110;60;1363;store a part from stopper 2;211;12.05.2021;20:43:30;12.05.2021;20:43:43;5;1126;233
1284;1284;8111;10;1363;release a defined part on stopper 1;212;12.05.2021;20:27:46;12.05.2021;20:28:00;5;0;234
1285;1285;8111;20;1363;feed part from magazin;200;12.05.2021;20:28:27;12.05.2021;20:28:29;11;27;234
1286;1286;8111;30;1363;assembly part with defined PCB;300;12.05.2021;20:35:47;12.05.2021;20:37:27;8;6;234
1287;1287;8111;40;1363;feed part from magazin;200;12.05.2021;20:38:49;12.05.2021;20:38:51;6;63;234
1288;1288;8111;50;1363;pressing for time in seconds;110;12.05.2021;20:39:05;12.05.2021;20:39:07;7;14;234
1289;1289;8111;60;1363;store a part from stopper 2;211;12.05.2021;20:40:56;12.05.2021;20:41:08;5;1126;234
1290;1290;8111;10;1363;release a defined part on stopper 1;212;12.05.2021;20:28:10;12.05.2021;20:28:24;5;0;235
1291;1291;8111;20;1363;feed part from magazin;200;12.05.2021;20:28:51;12.05.2021;20:28:53;11;27;235
1292;1292;8111;30;1363;assembly part with defined PCB;300;12.05.2021;20:37:31;12.05.2021;20:39:10;8;6;235
1293;1293;8111;40;1363;feed part from magazin;200;12.05.2021;20:40:11;12.05.2021;20:40:13;6;63;235
1294;1294;8111;50;1363;pressing for time in seconds;110;12.05.2021;20:40:27;12.05.2021;20:40:29;7;14;235
1295;1295;8111;60;1363;store a part from stopper 2;211;12.05.2021;20:42:04;12.05.2021;20:42:16;5;1126;235
1296;1296;8010;10;1364;release a defined part on stopper 1;212;12.05.2021;20:42:17;12.05.2021;20:42:32;5;0;236
1297;1297;8010;20;1364;feed part from magazin;200;12.05.2021;20:42:59;12.05.2021;20:43:00;11;27;236
1298;1298;8010;30;1364;assemble a PCB with one fuse left;302;12.05.2021;20:44:50;12.05.2021;20:46:33;8;6;236
1299;1299;8010;40;1364;feed part from magazin;200;12.05.2021;20:47:42;12.05.2021;20:47:44;6;63;236
1300;1300;8010;50;1364;pressing for time in seconds;110;12.05.2021;20:47:59;12.05.2021;20:48:01;7;14;236
1301;1301;8010;60;1364;store a part from stopper 2;211;12.05.2021;20:49:54;12.05.2021;20:50:07;5;1126;236
1302;1302;8010;10;1364;release a defined part on stopper 1;212;12.05.2021;20:42:54;12.05.2021;20:43:10;5;0;237
1303;1303;8010;20;1364;feed part from magazin;200;12.05.2021;20:43:36;12.05.2021;20:43:38;11;27;237
1304;1304;8010;30;1364;assemble a PCB with one fuse left;302;12.05.2021;20:46:37;12.05.2021;20:48:20;8;6;237
1305;1305;8010;40;1364;feed part from magazin;200;12.05.2021;20:49:19;12.05.2021;20:49:21;6;63;237
1306;1306;8010;50;1364;pressing for time in seconds;110;12.05.2021;20:49:35;12.05.2021;20:49:37;7;14;237
1307;1307;8010;60;1364;store a part from stopper 2;211;12.05.2021;20:51:50;12.05.2021;20:52:03;5;1126;237
1308;1308;8010;10;1364;release a defined part on stopper 1;212;12.05.2021;20:43:13;12.05.2021;20:43:29;5;0;238
1309;1309;8010;20;1364;feed part from magazin;200;12.05.2021;20:43:56;12.05.2021;20:43:58;11;27;238
1310;1310;8010;30;1364;assemble a PCB with one fuse left;302;12.05.2021;20:48:25;12.05.2021;20:50:08;8;6;238
1311;1311;8010;40;1364;feed part from magazin;200;12.05.2021;20:50:57;12.05.2021;20:51:00;6;63;238
1312;1312;8010;50;1364;pressing for time in seconds;110;12.05.2021;20:51:13;12.05.2021;20:51:15;7;14;238
1313;1313;8010;60;1364;store a part from stopper 2;211;12.05.2021;20:53:09;12.05.2021;20:53:21;5;1126;238
