;index;Produktvariante;Prozessschritt;Auftragsnummer;Prozessbeschreibung;Prozessnummer;Startdatum;Startzeit;Enddatum;Endzeit;Arbeitsstation;Transportzeit;Start;Ende;werkstueckID
514;514;8111;50;1337;pressing for time in seconds;110;12.05.21;2022-09-22 13:19:34;12.05.21;13:19:36;7;14;2021-12-05 13:19:34;2021-12-05 13:19:36;79
515;515;8111;60;1337;store a part from stopper 2;211;12.05.21;2022-09-22 13:21:10;12.05.21;13:21:21;5;1126;2021-12-05 13:21:10;2021-12-05 13:21:21;79
534;534;8111;10;1337;release a defined part on stopper 1;212;12.05.21;2022-09-22 13:05:31;12.05.21;13:05:45;5;0;2021-12-05 13:05:31;2021-12-05 13:05:45;80
535;535;8111;20;1337;feed part from magazin;200;12.05.21;2022-09-22 13:06:13;12.05.21;13:06:15;11;27;2021-12-05 13:06:13;2021-12-05 13:06:15;80
518;518;8111;30;1337;assembly part with defined PCB;300;12.05.21;2022-09-22 13:20:14;12.05.21;13:21:53;8;6;2021-12-05 13:20:14;2021-12-05 13:21:53;80
519;519;8111;40;1337;feed part from magazin;200;12.05.21;2022-09-22 13:23:22;12.05.21;13:23:24;6;63;2021-12-05 13:23:22;2021-12-05 13:23:24;80
520;520;8111;50;1337;pressing for time in seconds;110;12.05.21;2022-09-22 13:23:45;12.05.21;13:23:56;7;14;2021-12-05 13:23:45;2021-12-05 13:23:56;80
521;521;8111;60;1337;store a part from stopper 2;211;12.05.21;2022-09-22 13:25:31;12.05.21;13:25:44;5;1126;2021-12-05 13:25:31;2021-12-05 13:25:44;80
540;540;8011;10;1338;release a defined part on stopper 1;212;12.05.21;2022-09-22 13:16:06;12.05.21;13:16:19;5;0;2021-12-05 13:16:06;2021-12-05 13:16:19;81
543;543;8011;20;1338;feed part from magazin;200;12.05.21;2022-09-22 13:16:46;12.05.21;13:16:48;11;27;2021-12-05 13:16:46;2021-12-05 13:16:48;81
544;544;8011;30;1338;assemble a PCB with fuse left and right ;304;12.05.21;2022-09-22 13:21:58;12.05.21;13:23:50;8;6;2021-12-05 13:21:58;2021-12-05 13:23:50;81
545;545;8011;40;1338;feed part from magazin;200;12.05.21;2022-09-22 13:24:41;12.05.21;13:24:44;6;63;2021-12-05 13:24:41;2021-12-05 13:24:44;81
546;546;8011;50;1338;pressing for time in seconds;110;12.05.21;2022-09-22 13:24:59;12.05.21;13:25:01;7;14;2021-12-05 13:24:59;2021-12-05 13:25:01;81
547;547;8011;60;1338;store a part from stopper 2;211;12.05.21;2022-09-22 13:26:34;12.05.21;13:26:45;5;1126;2021-12-05 13:26:34;2021-12-05 13:26:45;81
548;548;8011;10;1338;release a defined part on stopper 1;212;12.05.21;2022-09-22 13:17:28;12.05.21;13:17:40;5;0;2021-12-05 13:17:28;2021-12-05 13:17:40;82
549;549;8011;20;1338;feed part from magazin;200;12.05.21;2022-09-22 13:18:07;12.05.21;13:18:10;11;27;2021-12-05 13:18:07;2021-12-05 13:18:10;82
556;556;8011;30;1338;assemble a PCB with fuse left and right ;304;12.05.21;2022-09-22 13:23:56;12.05.21;13:25:48;8;6;2021-12-05 13:23:56;2021-12-05 13:25:48;82
557;557;8011;40;1338;feed part from magazin;200;12.05.21;2022-09-22 13:26:44;12.05.21;13:26:47;6;63;2021-12-05 13:26:44;2021-12-05 13:26:47;82
558;558;8011;50;1338;pressing for time in seconds;110;12.05.21;2022-09-22 13:27:02;12.05.21;13:27:04;7;14;2021-12-05 13:27:02;2021-12-05 13:27:04;82
559;559;8011;60;1338;store a part from stopper 2;211;12.05.21;2022-09-22 13:28:57;12.05.21;13:29:08;5;1126;2021-12-05 13:28:57;2021-12-05 13:29:08;82
554;554;8011;10;1338;release a defined part on stopper 1;212;12.05.21;2022-09-22 13:17:44;12.05.21;13:17:56;5;0;2021-12-05 13:17:44;2021-12-05 13:17:56;83
555;555;8011;20;1338;feed part from magazin;200;12.05.21;2022-09-22 13:18:23;12.05.21;13:18:25;11;27;2021-12-05 13:18:23;2021-12-05 13:18:25;83
411;411;8011;30;1338;assemble a PCB with fuse left and right ;304;12.05.21;2022-09-22 13:26:17;12.05.21;13:28:10;8;6;2021-12-05 13:26:17;2021-12-05 13:28:10;83
412;412;8011;40;1338;feed part from magazin;200;12.05.21;2022-09-22 13:29:02;12.05.21;13:29:05;6;63;2021-12-05 13:29:02;2021-12-05 13:29:05;83
413;413;8011;50;1338;pressing for time in seconds;110;12.05.21;2022-09-22 13:29:18;12.05.21;13:29:20;7;14;2021-12-05 13:29:18;2021-12-05 13:29:20;83
414;414;8011;60;1338;store a part from stopper 2;211;12.05.21;2022-09-22 13:30:44;12.05.21;13:30:57;5;1126;2021-12-05 13:30:44;2021-12-05 13:30:57;83
409;409;8011;10;1338;release a defined part on stopper 1;212;12.05.21;2022-09-22 13:18:22;12.05.21;13:18:36;5;0;2021-12-05 13:18:22;2021-12-05 13:18:36;84
410;410;8011;20;1338;feed part from magazin;200;12.05.21;2022-09-22 13:19:02;12.05.21;13:19:05;11;27;2021-12-05 13:19:02;2021-12-05 13:19:05;84
417;417;8011;30;1338;assemble a PCB with fuse left and right ;304;12.05.21;2022-09-22 13:29:51;12.05.21;13:31:43;8;6;2021-12-05 13:29:51;2021-12-05 13:31:43;84
418;418;8011;40;1338;feed part from magazin;200;12.05.21;2022-09-22 13:32:34;12.05.21;13:32:37;6;63;2021-12-05 13:32:34;2021-12-05 13:32:37;84
419;419;8011;50;1338;pressing for time in seconds;110;12.05.21;2022-09-22 13:32:59;12.05.21;13:33:01;7;14;2021-12-05 13:32:59;2021-12-05 13:33:01;84
420;420;8011;60;1338;store a part from stopper 2;211;12.05.21;2022-09-22 13:34:36;12.05.21;13:34:49;5;1126;2021-12-05 13:34:36;2021-12-05 13:34:49;84
415;415;8011;10;1338;release a defined part on stopper 1;212;12.05.21;2022-09-22 13:18:47;12.05.21;13:19:00;5;0;2021-12-05 13:18:47;2021-12-05 13:19:00;85
416;416;8011;20;1338;feed part from magazin;200;12.05.21;2022-09-22 13:19:27;12.05.21;13:19:29;11;27;2021-12-05 13:19:27;2021-12-05 13:19:29;85
550;550;8011;30;1338;assemble a PCB with fuse left and right ;304;12.05.21;2022-09-22 13:31:48;12.05.21;13:34:04;8;6;2021-12-05 13:31:48;2021-12-05 13:34:04;85
551;551;8011;40;1338;feed part from magazin;200;12.05.21;2022-09-22 13:34:52;12.05.21;13:34:54;6;63;2021-12-05 13:34:52;2021-12-05 13:34:54;85
552;552;8011;50;1338;pressing for time in seconds;110;12.05.21;2022-09-22 13:35:07;12.05.21;13:35:09;7;14;2021-12-05 13:35:07;2021-12-05 13:35:09;85
553;553;8011;60;1338;store a part from stopper 2;211;12.05.21;2022-09-22 13:36:52;12.05.21;13:37:05;5;1126;2021-12-05 13:36:52;2021-12-05 13:37:05;85
421;421;8110;10;1338;release a defined part on stopper 1;212;12.05.21;2022-09-22 13:19:28;12.05.21;13:19:42;5;0;2021-12-05 13:19:28;2021-12-05 13:19:42;86
422;422;8110;20;1338;feed part from magazin;200;12.05.21;2022-09-22 13:20:09;12.05.21;13:20:11;11;27;2021-12-05 13:20:09;2021-12-05 13:20:11;86
429;429;8110;30;1338;assembly part with defined PCB;300;12.05.21;2022-09-22 13:28:16;12.05.21;13:29:46;8;6;2021-12-05 13:28:16;2021-12-05 13:29:46;86
430;430;8110;40;1338;feed part from magazin;200;12.05.21;2022-09-22 13:30:32;12.05.21;13:30:34;6;63;2021-12-05 13:30:32;2021-12-05 13:30:34;86
431;431;8110;50;1338;pressing for time in seconds;110;12.05.21;2022-09-22 13:30:47;12.05.21;13:30:49;7;14;2021-12-05 13:30:47;2021-12-05 13:30:49;86
432;432;8110;60;1338;store a part from stopper 2;211;12.05.21;2022-09-22 13:32:43;12.05.21;13:32:56;5;1126;2021-12-05 13:32:43;2021-12-05 13:32:56;86
427;427;8110;10;1338;release a defined part on stopper 1;212;12.05.21;2022-09-22 13:21:22;12.05.21;13:21:37;5;0;2021-12-05 13:21:22;2021-12-05 13:21:37;87
428;428;8110;20;1338;feed part from magazin;200;12.05.21;2022-09-22 13:22:03;12.05.21;13:22:06;11;27;2021-12-05 13:22:03;2021-12-05 13:22:06;87
435;435;8110;30;1338;assembly part with defined PCB;300;12.05.21;2022-09-22 13:34:09;12.05.21;13:35:40;8;6;2021-12-05 13:34:09;2021-12-05 13:35:40;87
436;436;8110;40;1338;feed part from magazin;200;12.05.21;2022-09-22 13:36:27;12.05.21;13:36:29;6;63;2021-12-05 13:36:27;2021-12-05 13:36:29;87
437;437;8110;50;1338;pressing for time in seconds;110;12.05.21;2022-09-22 13:36:45;12.05.21;13:36:47;7;14;2021-12-05 13:36:45;2021-12-05 13:36:47;87
438;438;8110;60;1338;store a part from stopper 2;211;12.05.21;2022-09-22 13:38:16;12.05.21;13:38:28;5;1126;2021-12-05 13:38:16;2021-12-05 13:38:28;87
433;433;8110;10;1338;release a defined part on stopper 1;212;12.05.21;2022-09-22 13:23:32;12.05.21;13:23:46;5;0;2021-12-05 13:23:32;2021-12-05 13:23:46;88
434;434;8110;20;1338;feed part from magazin;200;12.05.21;2022-09-22 13:24:13;12.05.21;13:24:15;11;27;2021-12-05 13:24:13;2021-12-05 13:24:15;88
441;441;8110;30;1338;assembly part with defined PCB;300;12.05.21;2022-09-22 13:35:45;12.05.21;13:37:15;8;6;2021-12-05 13:35:45;2021-12-05 13:37:15;88
442;442;8110;40;1338;feed part from magazin;200;12.05.21;2022-09-22 13:38:30;12.05.21;13:38:33;6;63;2021-12-05 13:38:30;2021-12-05 13:38:33;88
443;443;8110;50;1338;pressing for time in seconds;110;12.05.21;2022-09-22 13:38:48;12.05.21;13:38:50;7;14;2021-12-05 13:38:48;2021-12-05 13:38:50;88
444;444;8110;60;1338;store a part from stopper 2;211;12.05.21;2022-09-22 13:40:37;12.05.21;13:40:48;5;1126;2021-12-05 13:40:37;2021-12-05 13:40:48;88
439;439;8110;10;1338;release a defined part on stopper 1;212;12.05.21;2022-09-22 13:24:19;12.05.21;13:24:31;5;0;2021-12-05 13:24:19;2021-12-05 13:24:31;89
440;440;8110;20;1338;feed part from magazin;200;12.05.21;2022-09-22 13:24:58;12.05.21;13:25:01;11;27;2021-12-05 13:24:58;2021-12-05 13:25:01;89
423;423;8110;30;1338;assembly part with defined PCB;300;12.05.21;2022-09-22 13:37:35;12.05.21;13:39:06;8;6;2021-12-05 13:37:35;2021-12-05 13:39:06;89
424;424;8110;40;1338;feed part from magazin;200;12.05.21;2022-09-22 13:39:58;12.05.21;13:40:00;6;63;2021-12-05 13:39:58;2021-12-05 13:40:00;89
425;425;8110;50;1338;pressing for time in seconds;110;12.05.21;2022-09-22 13:40:15;12.05.21;13:40:17;7;14;2021-12-05 13:40:15;2021-12-05 13:40:17;89
426;426;8110;60;1338;store a part from stopper 2;211;12.05.21;2022-09-22 13:42:01;12.05.21;13:42:13;5;1126;2021-12-05 13:42:01;2021-12-05 13:42:13;89
445;445;8110;10;1338;release a defined part on stopper 1;212;12.05.21;2022-09-22 13:27:26;12.05.21;13:27:38;5;0;2021-12-05 13:27:26;2021-12-05 13:27:38;90
446;446;8110;20;1338;feed part from magazin;200;12.05.21;2022-09-22 13:28:05;12.05.21;13:28:07;11;27;2021-12-05 13:28:05;2021-12-05 13:28:07;90
447;447;8110;30;1338;assembly part with defined PCB;300;12.05.21;2022-09-22 13:39:10;12.05.21;13:40:41;8;6;2021-12-05 13:39:10;2021-12-05 13:40:41;90
448;448;8110;40;1338;feed part from magazin;200;12.05.21;2022-09-22 13:41:26;12.05.21;13:41:28;6;63;2021-12-05 13:41:26;2021-12-05 13:41:28;90
541;541;8110;50;1338;pressing for time in seconds;110;12.05.21;2022-09-22 13:41:43;12.05.21;13:41:45;7;14;2021-12-05 13:41:43;2021-12-05 13:41:45;90
542;542;8110;60;1338;store a part from stopper 2;211;12.05.21;2022-09-22 13:43:39;12.05.21;13:43:51;5;1126;2021-12-05 13:43:39;2021-12-05 13:43:51;90
449;449;8010;10;1339;release a defined part on stopper 1;212;12.05.21;2022-09-22 13:37:16;12.05.21;13:37:30;5;0;2021-12-05 13:37:16;2021-12-05 13:37:30;91
450;450;8010;20;1339;feed part from magazin;200;12.05.21;2022-09-22 13:37:57;12.05.21;13:37:59;11;27;2021-12-05 13:37:57;2021-12-05 13:37:59;91
451;451;8010;30;1339;assemble a PCB with one fuse left;302;12.05.21;2022-09-22 13:40:46;12.05.21;13:42:54;8;6;2021-12-05 13:40:46;2021-12-05 13:42:54;91
452;452;8010;40;1339;feed part from magazin;200;12.05.21;2022-09-22 13:43:46;12.05.21;13:43:48;6;63;2021-12-05 13:43:46;2021-12-05 13:43:48;91
453;453;8010;50;1339;pressing for time in seconds;110;12.05.21;2022-09-22 13:44:07;12.05.21;13:44:10;7;14;2021-12-05 13:44:07;2021-12-05 13:44:10;91
454;454;8010;60;1339;store a part from stopper 2;211;12.05.21;2022-09-22 13:45:40;12.05.21;13:45:52;5;1126;2021-12-05 13:45:40;2021-12-05 13:45:52;91
455;455;8010;10;1339;release a defined part on stopper 1;212;12.05.21;2022-09-22 13:38:41;12.05.21;13:38:53;5;0;2021-12-05 13:38:41;2021-12-05 13:38:53;92
456;456;8010;20;1339;feed part from magazin;200;12.05.21;2022-09-22 13:39:20;12.05.21;13:39:22;11;27;2021-12-05 13:39:20;2021-12-05 13:39:22;92
457;457;8010;30;1339;assemble a PCB with one fuse left;302;12.05.21;2022-09-22 13:42:59;12.05.21;13:45:36;8;6;2021-12-05 13:42:59;2021-12-05 13:45:36;92
458;458;8010;40;1339;feed part from magazin;200;12.05.21;2022-09-22 13:46:21;12.05.21;13:46:23;6;63;2021-12-05 13:46:21;2021-12-05 13:46:23;92
459;459;8010;50;1339;pressing for time in seconds;110;12.05.21;2022-09-22 13:46:38;12.05.21;13:46:40;7;14;2021-12-05 13:46:38;2021-12-05 13:46:40;92
460;460;8010;60;1339;store a part from stopper 2;211;12.05.21;2022-09-22 13:48:27;12.05.21;13:48:40;5;1126;2021-12-05 13:48:27;2021-12-05 13:48:40;92
461;461;8011;10;1339;release a defined part on stopper 1;212;12.05.21;2022-09-22 13:38:57;12.05.21;13:39:08;5;0;2021-12-05 13:38:57;2021-12-05 13:39:08;93
462;462;8011;20;1339;feed part from magazin;200;12.05.21;2022-09-22 13:39:35;12.05.21;13:39:37;11;27;2021-12-05 13:39:35;2021-12-05 13:39:37;93
463;463;8011;30;1339;assemble a PCB with fuse left and right ;304;12.05.21;2022-09-22 13:45:41;12.05.21;13:47:32;8;6;2021-12-05 13:45:41;2021-12-05 13:47:32;93
464;464;8011;40;1339;feed part from magazin;200;12.05.21;2022-09-22 13:48:23;12.05.21;13:48:25;6;63;2021-12-05 13:48:23;2021-12-05 13:48:25;93
465;465;8011;50;1339;pressing for time in seconds;110;12.05.21;2022-09-22 13:48:45;12.05.21;13:48:47;7;14;2021-12-05 13:48:45;2021-12-05 13:48:47;93
466;466;8011;60;1339;store a part from stopper 2;211;12.05.21;2022-09-22 13:50:34;12.05.21;13:50:46;5;1126;2021-12-05 13:50:34;2021-12-05 13:50:46;93
467;467;8011;10;1339;release a defined part on stopper 1;212;12.05.21;2022-09-22 13:39:12;12.05.21;13:39:25;5;0;2021-12-05 13:39:12;2021-12-05 13:39:25;94
468;468;8011;20;1339;feed part from magazin;200;12.05.21;2022-09-22 13:39:52;12.05.21;13:39:54;11;27;2021-12-05 13:39:52;2021-12-05 13:39:54;94
560;560;8011;30;1339;assemble a PCB with fuse left and right ;304;12.05.21;2022-09-22 13:51:10;12.05.21;13:53:33;8;6;2021-12-05 13:51:10;2021-12-05 13:53:33;94
561;561;8011;40;1339;feed part from magazin;200;12.05.21;2022-09-22 13:54:41;12.05.21;13:54:43;6;63;2021-12-05 13:54:41;2021-12-05 13:54:43;94
562;562;8011;50;1339;pressing for time in seconds;110;12.05.21;2022-09-22 13:54:56;12.05.21;13:54:59;7;14;2021-12-05 13:54:56;2021-12-05 13:54:59;94
563;563;8011;60;1339;store a part from stopper 2;211;12.05.21;2022-09-22 13:56:33;12.05.21;13:56:46;5;1126;2021-12-05 13:56:33;2021-12-05 13:56:46;94
564;564;8011;10;1339;release a defined part on stopper 1;212;12.05.21;2022-09-22 13:39:43;12.05.21;13:39:57;5;0;2021-12-05 13:39:43;2021-12-05 13:39:57;95
565;565;8011;20;1339;feed part from magazin;200;12.05.21;2022-09-22 13:40:24;12.05.21;13:40:26;11;27;2021-12-05 13:40:24;2021-12-05 13:40:26;95
566;566;8011;30;1339;assemble a PCB with fuse left and right ;304;12.05.21;2022-09-22 13:53:40;12.05.21;13:55:31;8;6;2021-12-05 13:53:40;2021-12-05 13:55:31;95
567;567;8011;40;1339;feed part from magazin;200;12.05.21;2022-09-22 13:56:13;12.05.21;13:56:15;6;63;2021-12-05 13:56:13;2021-12-05 13:56:15;95
568;568;8011;50;1339;pressing for time in seconds;110;12.05.21;2022-09-22 13:56:30;12.05.21;13:56:32;7;14;2021-12-05 13:56:30;2021-12-05 13:56:32;95
569;569;8011;60;1339;store a part from stopper 2;211;12.05.21;2022-09-22 13:58:50;12.05.21;13:59:03;5;1126;2021-12-05 13:58:50;2021-12-05 13:59:03;95
588;588;8111;10;1339;release a defined part on stopper 1;212;12.05.21;2022-09-22 13:43:57;12.05.21;13:44:12;5;0;2021-12-05 13:43:57;2021-12-05 13:44:12;96
589;589;8111;20;1339;feed part from magazin;200;12.05.21;2022-09-22 13:44:39;12.05.21;13:44:41;11;27;2021-12-05 13:44:39;2021-12-05 13:44:41;96
590;590;8111;30;1339;assembly part with defined PCB;300;12.05.21;2022-09-22 13:55:35;12.05.21;13:57:14;8;6;2021-12-05 13:55:35;2021-12-05 13:57:14;96
591;591;8111;40;1339;feed part from magazin;200;12.05.21;2022-09-22 13:57:56;12.05.21;13:57:58;6;63;2021-12-05 13:57:56;2021-12-05 13:57:58;96
592;592;8111;50;1339;pressing for time in seconds;110;12.05.21;2022-09-22 13:58:11;12.05.21;13:58:13;7;14;2021-12-05 13:58:11;2021-12-05 13:58:13;96
593;593;8111;60;1339;store a part from stopper 2;211;12.05.21;2022-09-22 13:59:53;12.05.21;14:00:05;5;1126;2021-12-05 13:59:53;2021-12-05 14:00:05;96
594;594;8111;10;1339;release a defined part on stopper 1;212;12.05.21;2022-09-22 13:45:53;12.05.21;13:46:08;5;0;2021-12-05 13:45:53;2021-12-05 13:46:08;97
595;595;8111;20;1339;feed part from magazin;200;12.05.21;2022-09-22 13:46:35;12.05.21;13:46:37;11;27;2021-12-05 13:46:35;2021-12-05 13:46:37;97
596;596;8111;30;1339;assembly part with defined PCB;300;12.05.21;2022-09-22 13:59:47;12.05.21;14:01:25;8;6;2021-12-05 13:59:47;2021-12-05 14:01:25;97
597;597;8111;40;1339;feed part from magazin;200;12.05.21;2022-09-22 14:02:42;12.05.21;14:02:44;6;63;2021-12-05 14:02:42;2021-12-05 14:02:44;97
598;598;8111;50;1339;pressing for time in seconds;110;12.05.21;2022-09-22 14:02:59;12.05.21;14:03:01;7;14;2021-12-05 14:02:59;2021-12-05 14:03:01;97
599;599;8111;60;1339;store a part from stopper 2;211;12.05.21;2022-09-22 14:12:41;12.05.21;14:12:55;5;1126;2021-12-05 14:12:41;2021-12-05 14:12:55;97
570;570;8110;10;1339;release a defined part on stopper 1;212;12.05.21;2022-09-22 13:40:08;12.05.21;13:40:21;5;0;2021-12-05 13:40:08;2021-12-05 13:40:21;98
571;571;8110;20;1339;feed part from magazin;200;12.05.21;2022-09-22 13:40:48;12.05.21;13:40:51;11;27;2021-12-05 13:40:48;2021-12-05 13:40:51;98
578;578;8110;30;1339;assembly part with defined PCB;300;12.05.21;2022-09-22 13:47:36;12.05.21;13:49:07;8;6;2021-12-05 13:47:36;2021-12-05 13:49:07;98
579;579;8110;40;1339;feed part from magazin;200;12.05.21;2022-09-22 13:51:16;12.05.21;13:51:18;6;63;2021-12-05 13:51:16;2021-12-05 13:51:18;98
580;580;8110;50;1339;pressing for time in seconds;110;12.05.21;2022-09-22 13:51:37;12.05.21;13:51:41;7;14;2021-12-05 13:51:37;2021-12-05 13:51:41;98
581;581;8110;60;1339;store a part from stopper 2;211;12.05.21;2022-09-22 13:54:03;12.05.21;13:54:16;5;1126;2021-12-05 13:54:03;2021-12-05 13:54:16;98
576;576;8110;10;1339;release a defined part on stopper 1;212;12.05.21;2022-09-22 13:40:49;12.05.21;13:41:03;5;0;2021-12-05 13:40:49;2021-12-05 13:41:03;99
577;577;8110;20;1339;feed part from magazin;200;12.05.21;2022-09-22 13:41:29;12.05.21;13:41:31;11;27;2021-12-05 13:41:29;2021-12-05 13:41:31;99
584;584;8110;30;1339;assembly part with defined PCB;300;12.05.21;2022-09-22 13:49:35;12.05.21;13:51:05;8;6;2021-12-05 13:49:35;2021-12-05 13:51:05;99
585;585;8110;40;1339;feed part from magazin;200;12.05.21;2022-09-22 13:52:57;12.05.21;13:52:59;6;63;2021-12-05 13:52:57;2021-12-05 13:52:59;99
586;586;8110;50;1339;pressing for time in seconds;110;12.05.21;2022-09-22 13:53:20;12.05.21;13:53:22;7;14;2021-12-05 13:53:20;2021-12-05 13:53:22;99
587;587;8110;60;1339;store a part from stopper 2;211;12.05.21;2022-09-22 13:55:15;12.05.21;13:55:28;5;1126;2021-12-05 13:55:15;2021-12-05 13:55:28;99
582;582;8110;10;1339;release a defined part on stopper 1;212;12.05.21;2022-09-22 13:42:21;12.05.21;13:42:37;5;0;2021-12-05 13:42:21;2021-12-05 13:42:37;100
583;583;8110;20;1339;feed part from magazin;200;12.05.21;2022-09-22 13:43:31;12.05.21;13:43:34;11;27;2021-12-05 13:43:31;2021-12-05 13:43:34;100
572;572;8110;30;1339;assembly part with defined PCB;300;12.05.21;2022-09-22 13:57:18;12.05.21;13:58:49;8;6;2021-12-05 13:57:18;2021-12-05 13:58:49;100
573;573;8110;40;1339;feed part from magazin;200;12.05.21;2022-09-22 13:59:34;12.05.21;13:59:36;6;63;2021-12-05 13:59:34;2021-12-05 13:59:36;100
574;574;8110;50;1339;pressing for time in seconds;110;12.05.21;2022-09-22 13:59:49;12.05.21;13:59:52;7;14;2021-12-05 13:59:49;2021-12-05 13:59:52;100
575;575;8110;60;1339;store a part from stopper 2;211;12.05.21;2022-09-22 14:01:25;12.05.21;14:01:38;5;1126;2021-12-05 14:01:25;2021-12-05 14:01:38;100
600;600;8010;10;1352;release a defined part on stopper 1;212;12.05.21;2022-09-22 16:49:06;12.05.21;16:49:20;5;0;2021-12-05 16:49:06;2021-12-05 16:49:20;101
601;601;8010;20;1352;feed part from magazin;200;12.05.21;2022-09-22 16:49:47;12.05.21;16:49:49;11;27;2021-12-05 16:49:47;2021-12-05 16:49:49;101
602;602;8010;30;1352;assemble a PCB with one fuse left;302;12.05.21;2022-09-22 16:51:28;12.05.21;16:53:11;8;6;2021-12-05 16:51:28;2021-12-05 16:53:11;101
603;603;8010;40;1352;feed part from magazin;200;12.05.21;2022-09-22 16:54:07;12.05.21;16:54:09;6;63;2021-12-05 16:54:07;2021-12-05 16:54:09;101
604;604;8010;50;1352;pressing for time in seconds;110;12.05.21;2022-09-22 16:54:22;12.05.21;16:54:24;7;14;2021-12-05 16:54:22;2021-12-05 16:54:24;101
605;605;8010;60;1352;store a part from stopper 2;211;12.05.21;2022-09-22 16:55:53;12.05.21;16:56:06;5;1126;2021-12-05 16:55:53;2021-12-05 16:56:06;101
606;606;8010;10;1352;release a defined part on stopper 1;212;12.05.21;2022-09-22 16:49:24;12.05.21;16:49:36;5;0;2021-12-05 16:49:24;2021-12-05 16:49:36;102
607;607;8010;20;1352;feed part from magazin;200;12.05.21;2022-09-22 16:50:02;12.05.21;16:50:04;11;27;2021-12-05 16:50:02;2021-12-05 16:50:04;102
608;608;8010;30;1352;assemble a PCB with one fuse left;302;12.05.21;2022-09-22 16:53:16;12.05.21;16:54:59;8;6;2021-12-05 16:53:16;2021-12-05 16:54:59;102
609;609;8010;40;1352;feed part from magazin;200;12.05.21;2022-09-22 16:55:44;12.05.21;16:55:46;6;63;2021-12-05 16:55:44;2021-12-05 16:55:46;102
610;610;8010;50;1352;pressing for time in seconds;110;12.05.21;2022-09-22 16:56:04;12.05.21;16:56:07;7;14;2021-12-05 16:56:04;2021-12-05 16:56:07;102
611;611;8010;60;1352;store a part from stopper 2;211;12.05.21;2022-09-22 16:57:42;12.05.21;16:57:53;5;1126;2021-12-05 16:57:42;2021-12-05 16:57:53;102
612;612;8010;10;1352;release a defined part on stopper 1;212;12.05.21;2022-09-22 16:49:40;12.05.21;16:49:52;5;0;2021-12-05 16:49:40;2021-12-05 16:49:52;103
613;613;8010;20;1352;feed part from magazin;200;12.05.21;2022-09-22 16:50:19;12.05.21;16:50:21;11;27;2021-12-05 16:50:19;2021-12-05 16:50:21;103
614;614;8010;30;1352;assemble a PCB with one fuse left;302;12.05.21;2022-09-22 16:55:03;12.05.21;16:56:46;8;6;2021-12-05 16:55:03;2021-12-05 16:56:46;103
