;level_0;Unnamed: 0;index;Produktvariante;Prozessschritt;Auftragsnummer;Prozessbeschreibung;Prozessnummer;Startdatum;Startzeit;Enddatum;Endzeit;Arbeitsstation;Transportzeit;Start;Ende;werkstueckID;Bearbeitungszeit_s;Transportzeit_s;Durchlaufzeit_s
460;460;538;538;8111;50;1337;pressing for time in seconds;110;12.05.21;2022-09-22 13:15:25;12.05.21;13:15:28;7;14;2021-12-05 13:15:25;2021-12-05 13:15:28;77;3.0;17.0;0.0
461;461;539;539;8111;60;1337;store a part from stopper 2;211;12.05.21;2022-09-22 13:17:05;12.05.21;13:17:18;5;1126;2021-12-05 13:17:05;2021-12-05 13:17:18;77;13.0;97.0;931.0000000000001
462;462;522;522;8111;10;1337;release a defined part on stopper 1;212;12.05.21;2022-09-22 13:02:10;12.05.21;13:02:24;5;0;2021-12-05 13:02:10;2021-12-05 13:02:24;78;14.0;0.0;0.0
463;463;523;523;8111;20;1337;feed part from magazin;200;12.05.21;2022-09-22 13:02:51;12.05.21;13:02:53;11;27;2021-12-05 13:02:51;2021-12-05 13:02:53;78;2.0;27.0;0.0
464;464;530;530;8111;30;1337;assembly part with defined PCB;300;12.05.21;2022-09-22 13:13:52;12.05.21;13:15:31;8;6;2021-12-05 13:13:52;2021-12-05 13:15:31;78;99.0;659.0;0.0
465;465;531;531;8111;40;1337;feed part from magazin;200;12.05.21;2022-09-22 13:17:17;12.05.21;13:17:19;6;63;2021-12-05 13:17:17;2021-12-05 13:17:19;78;2.0;106.0;0.0
466;466;532;532;8111;50;1337;pressing for time in seconds;110;12.05.21;2022-09-22 13:17:33;12.05.21;13:17:35;7;14;2021-12-05 13:17:33;2021-12-05 13:17:35;78;2.0;14.0;0.0
467;467;533;533;8111;60;1337;store a part from stopper 2;211;12.05.21;2022-09-22 13:19:15;12.05.21;13:19:27;5;1126;2021-12-05 13:19:15;2021-12-05 13:19:27;78;12.0;100.0;1037.0
468;468;528;528;8111;10;1337;release a defined part on stopper 1;212;12.05.21;2022-09-22 13:04:46;12.05.21;13:05:01;5;0;2021-12-05 13:04:46;2021-12-05 13:05:01;79;15.000000000000002;0.0;0.0
469;469;529;529;8111;20;1337;feed part from magazin;200;12.05.21;2022-09-22 13:05:27;12.05.21;13:05:29;11;27;2021-12-05 13:05:27;2021-12-05 13:05:29;79;2.0;26.0;0.0
470;470;512;512;8111;30;1337;assembly part with defined PCB;300;12.05.21;2022-09-22 13:16:43;12.05.21;13:18:22;8;6;2021-12-05 13:16:43;2021-12-05 13:18:22;79;99.0;674.0;0.0
471;471;513;513;8111;40;1337;feed part from magazin;200;12.05.21;2022-09-22 13:19:16;12.05.21;13:19:19;6;63;2021-12-05 13:19:16;2021-12-05 13:19:19;79;3.0;54.0;0.0
472;472;514;514;8111;50;1337;pressing for time in seconds;110;12.05.21;2022-09-22 13:19:34;12.05.21;13:19:36;7;14;2021-12-05 13:19:34;2021-12-05 13:19:36;79;2.0;15.000000000000002;0.0
473;473;515;515;8111;60;1337;store a part from stopper 2;211;12.05.21;2022-09-22 13:21:10;12.05.21;13:21:21;5;1126;2021-12-05 13:21:10;2021-12-05 13:21:21;79;11.0;94.0;995.0000000000001
474;474;534;534;8111;10;1337;release a defined part on stopper 1;212;12.05.21;2022-09-22 13:05:31;12.05.21;13:05:45;5;0;2021-12-05 13:05:31;2021-12-05 13:05:45;80;14.0;0.0;0.0
475;475;535;535;8111;20;1337;feed part from magazin;200;12.05.21;2022-09-22 13:06:13;12.05.21;13:06:15;11;27;2021-12-05 13:06:13;2021-12-05 13:06:15;80;2.0;28.0;0.0
476;476;518;518;8111;30;1337;assembly part with defined PCB;300;12.05.21;2022-09-22 13:20:14;12.05.21;13:21:53;8;6;2021-12-05 13:20:14;2021-12-05 13:21:53;80;99.0;839.0;0.0
477;477;519;519;8111;40;1337;feed part from magazin;200;12.05.21;2022-09-22 13:23:22;12.05.21;13:23:24;6;63;2021-12-05 13:23:22;2021-12-05 13:23:24;80;2.0;89.0;0.0
478;478;520;520;8111;50;1337;pressing for time in seconds;110;12.05.21;2022-09-22 13:23:45;12.05.21;13:23:56;7;14;2021-12-05 13:23:45;2021-12-05 13:23:56;80;11.0;21.0;0.0
479;479;521;521;8111;60;1337;store a part from stopper 2;211;12.05.21;2022-09-22 13:25:31;12.05.21;13:25:44;5;1126;2021-12-05 13:25:31;2021-12-05 13:25:44;80;13.0;95.0;1213.0
480;480;540;540;8011;10;1338;release a defined part on stopper 1;212;12.05.21;2022-09-22 13:16:06;12.05.21;13:16:19;5;0;2021-12-05 13:16:06;2021-12-05 13:16:19;81;13.0;0.0;0.0
481;481;543;543;8011;20;1338;feed part from magazin;200;12.05.21;2022-09-22 13:16:46;12.05.21;13:16:48;11;27;2021-12-05 13:16:46;2021-12-05 13:16:48;81;2.0;27.0;0.0
482;482;544;544;8011;30;1338;assemble a PCB with fuse left and right ;304;12.05.21;2022-09-22 13:21:58;12.05.21;13:23:50;8;6;2021-12-05 13:21:58;2021-12-05 13:23:50;81;112.0;310.0;0.0
483;483;545;545;8011;40;1338;feed part from magazin;200;12.05.21;2022-09-22 13:24:41;12.05.21;13:24:44;6;63;2021-12-05 13:24:41;2021-12-05 13:24:44;81;3.0;51.0;0.0
484;484;546;546;8011;50;1338;pressing for time in seconds;110;12.05.21;2022-09-22 13:24:59;12.05.21;13:25:01;7;14;2021-12-05 13:24:59;2021-12-05 13:25:01;81;2.0;15.000000000000002;0.0
485;485;547;547;8011;60;1338;store a part from stopper 2;211;12.05.21;2022-09-22 13:26:34;12.05.21;13:26:45;5;1126;2021-12-05 13:26:34;2021-12-05 13:26:45;81;11.0;93.0;639.0
486;486;548;548;8011;10;1338;release a defined part on stopper 1;212;12.05.21;2022-09-22 13:17:28;12.05.21;13:17:40;5;0;2021-12-05 13:17:28;2021-12-05 13:17:40;82;12.0;0.0;0.0
487;487;549;549;8011;20;1338;feed part from magazin;200;12.05.21;2022-09-22 13:18:07;12.05.21;13:18:10;11;27;2021-12-05 13:18:07;2021-12-05 13:18:10;82;3.0;27.0;0.0
488;488;556;556;8011;30;1338;assemble a PCB with fuse left and right ;304;12.05.21;2022-09-22 13:23:56;12.05.21;13:25:48;8;6;2021-12-05 13:23:56;2021-12-05 13:25:48;82;112.0;346.0;0.0
489;489;557;557;8011;40;1338;feed part from magazin;200;12.05.21;2022-09-22 13:26:44;12.05.21;13:26:47;6;63;2021-12-05 13:26:44;2021-12-05 13:26:47;82;3.0;56.0;0.0
490;490;558;558;8011;50;1338;pressing for time in seconds;110;12.05.21;2022-09-22 13:27:02;12.05.21;13:27:04;7;14;2021-12-05 13:27:02;2021-12-05 13:27:04;82;2.0;15.000000000000002;0.0
491;491;559;559;8011;60;1338;store a part from stopper 2;211;12.05.21;2022-09-22 13:28:57;12.05.21;13:29:08;5;1126;2021-12-05 13:28:57;2021-12-05 13:29:08;82;11.0;113.0;700.0
492;492;554;554;8011;10;1338;release a defined part on stopper 1;212;12.05.21;2022-09-22 13:17:44;12.05.21;13:17:56;5;0;2021-12-05 13:17:44;2021-12-05 13:17:56;83;12.0;0.0;0.0
493;493;555;555;8011;20;1338;feed part from magazin;200;12.05.21;2022-09-22 13:18:23;12.05.21;13:18:25;11;27;2021-12-05 13:18:23;2021-12-05 13:18:25;83;2.0;27.0;0.0
494;494;411;411;8011;30;1338;assemble a PCB with fuse left and right ;304;12.05.21;2022-09-22 13:26:17;12.05.21;13:28:10;8;6;2021-12-05 13:26:17;2021-12-05 13:28:10;83;113.0;472.00000000000006;0.0
495;495;412;412;8011;40;1338;feed part from magazin;200;12.05.21;2022-09-22 13:29:02;12.05.21;13:29:05;6;63;2021-12-05 13:29:02;2021-12-05 13:29:05;83;3.0;52.0;0.0
496;496;413;413;8011;50;1338;pressing for time in seconds;110;12.05.21;2022-09-22 13:29:18;12.05.21;13:29:20;7;14;2021-12-05 13:29:18;2021-12-05 13:29:20;83;2.0;13.0;0.0
497;497;414;414;8011;60;1338;store a part from stopper 2;211;12.05.21;2022-09-22 13:30:44;12.05.21;13:30:57;5;1126;2021-12-05 13:30:44;2021-12-05 13:30:57;83;13.0;84.0;793.0
498;498;409;409;8011;10;1338;release a defined part on stopper 1;212;12.05.21;2022-09-22 13:18:22;12.05.21;13:18:36;5;0;2021-12-05 13:18:22;2021-12-05 13:18:36;84;14.0;0.0;0.0
499;499;410;410;8011;20;1338;feed part from magazin;200;12.05.21;2022-09-22 13:19:02;12.05.21;13:19:05;11;27;2021-12-05 13:19:02;2021-12-05 13:19:05;84;3.0;26.0;0.0
500;500;417;417;8011;30;1338;assemble a PCB with fuse left and right ;304;12.05.21;2022-09-22 13:29:51;12.05.21;13:31:43;8;6;2021-12-05 13:29:51;2021-12-05 13:31:43;84;112.0;646.0;0.0
501;501;418;418;8011;40;1338;feed part from magazin;200;12.05.21;2022-09-22 13:32:34;12.05.21;13:32:37;6;63;2021-12-05 13:32:34;2021-12-05 13:32:37;84;3.0;51.0;0.0
502;502;419;419;8011;50;1338;pressing for time in seconds;110;12.05.21;2022-09-22 13:32:59;12.05.21;13:33:01;7;14;2021-12-05 13:32:59;2021-12-05 13:33:01;84;2.0;22.0;0.0
503;503;420;420;8011;60;1338;store a part from stopper 2;211;12.05.21;2022-09-22 13:34:36;12.05.21;13:34:49;5;1126;2021-12-05 13:34:36;2021-12-05 13:34:49;84;13.0;95.0;987.0000000000001
504;504;415;415;8011;10;1338;release a defined part on stopper 1;212;12.05.21;2022-09-22 13:18:47;12.05.21;13:19:00;5;0;2021-12-05 13:18:47;2021-12-05 13:19:00;85;13.0;0.0;0.0
505;505;416;416;8011;20;1338;feed part from magazin;200;12.05.21;2022-09-22 13:19:27;12.05.21;13:19:29;11;27;2021-12-05 13:19:27;2021-12-05 13:19:29;85;2.0;27.0;0.0
506;506;550;550;8011;30;1338;assemble a PCB with fuse left and right ;304;12.05.21;2022-09-22 13:31:48;12.05.21;13:34:04;8;6;2021-12-05 13:31:48;2021-12-05 13:34:04;85;136.0;739.0;0.0
507;507;551;551;8011;40;1338;feed part from magazin;200;12.05.21;2022-09-22 13:34:52;12.05.21;13:34:54;6;63;2021-12-05 13:34:52;2021-12-05 13:34:54;85;2.0;48.0;0.0
508;508;552;552;8011;50;1338;pressing for time in seconds;110;12.05.21;2022-09-22 13:35:07;12.05.21;13:35:09;7;14;2021-12-05 13:35:07;2021-12-05 13:35:09;85;2.0;13.0;0.0
509;509;553;553;8011;60;1338;store a part from stopper 2;211;12.05.21;2022-09-22 13:36:52;12.05.21;13:37:05;5;1126;2021-12-05 13:36:52;2021-12-05 13:37:05;85;13.0;103.0;1098.0
510;510;421;421;8110;10;1338;release a defined part on stopper 1;212;12.05.21;2022-09-22 13:19:28;12.05.21;13:19:42;5;0;2021-12-05 13:19:28;2021-12-05 13:19:42;86;14.0;0.0;0.0
511;511;422;422;8110;20;1338;feed part from magazin;200;12.05.21;2022-09-22 13:20:09;12.05.21;13:20:11;11;27;2021-12-05 13:20:09;2021-12-05 13:20:11;86;2.0;27.0;0.0
512;512;429;429;8110;30;1338;assembly part with defined PCB;300;12.05.21;2022-09-22 13:28:16;12.05.21;13:29:46;8;6;2021-12-05 13:28:16;2021-12-05 13:29:46;86;90.0;485.00000000000006;0.0
513;513;430;430;8110;40;1338;feed part from magazin;200;12.05.21;2022-09-22 13:30:32;12.05.21;13:30:34;6;63;2021-12-05 13:30:32;2021-12-05 13:30:34;86;2.0;46.0;0.0
514;514;431;431;8110;50;1338;pressing for time in seconds;110;12.05.21;2022-09-22 13:30:47;12.05.21;13:30:49;7;14;2021-12-05 13:30:47;2021-12-05 13:30:49;86;2.0;13.0;0.0
515;515;432;432;8110;60;1338;store a part from stopper 2;211;12.05.21;2022-09-22 13:32:43;12.05.21;13:32:56;5;1126;2021-12-05 13:32:43;2021-12-05 13:32:56;86;13.0;114.0;808.0
516;516;427;427;8110;10;1338;release a defined part on stopper 1;212;12.05.21;2022-09-22 13:21:22;12.05.21;13:21:37;5;0;2021-12-05 13:21:22;2021-12-05 13:21:37;87;15.000000000000002;0.0;0.0
517;517;428;428;8110;20;1338;feed part from magazin;200;12.05.21;2022-09-22 13:22:03;12.05.21;13:22:06;11;27;2021-12-05 13:22:03;2021-12-05 13:22:06;87;3.0;26.0;0.0
518;518;435;435;8110;30;1338;assembly part with defined PCB;300;12.05.21;2022-09-22 13:34:09;12.05.21;13:35:40;8;6;2021-12-05 13:34:09;2021-12-05 13:35:40;87;91.0;723.0;0.0
519;519;436;436;8110;40;1338;feed part from magazin;200;12.05.21;2022-09-22 13:36:27;12.05.21;13:36:29;6;63;2021-12-05 13:36:27;2021-12-05 13:36:29;87;2.0;47.0;0.0
520;520;437;437;8110;50;1338;pressing for time in seconds;110;12.05.21;2022-09-22 13:36:45;12.05.21;13:36:47;7;14;2021-12-05 13:36:45;2021-12-05 13:36:47;87;2.0;16.0;0.0
521;521;438;438;8110;60;1338;store a part from stopper 2;211;12.05.21;2022-09-22 13:38:16;12.05.21;13:38:28;5;1126;2021-12-05 13:38:16;2021-12-05 13:38:28;87;12.0;89.0;1026.0
522;522;433;433;8110;10;1338;release a defined part on stopper 1;212;12.05.21;2022-09-22 13:23:32;12.05.21;13:23:46;5;0;2021-12-05 13:23:32;2021-12-05 13:23:46;88;14.0;0.0;0.0
523;523;434;434;8110;20;1338;feed part from magazin;200;12.05.21;2022-09-22 13:24:13;12.05.21;13:24:15;11;27;2021-12-05 13:24:13;2021-12-05 13:24:15;88;2.0;27.0;0.0
524;524;441;441;8110;30;1338;assembly part with defined PCB;300;12.05.21;2022-09-22 13:35:45;12.05.21;13:37:15;8;6;2021-12-05 13:35:45;2021-12-05 13:37:15;88;90.0;690.0;0.0
525;525;442;442;8110;40;1338;feed part from magazin;200;12.05.21;2022-09-22 13:38:30;12.05.21;13:38:33;6;63;2021-12-05 13:38:30;2021-12-05 13:38:33;88;3.0;75.0;0.0
526;526;443;443;8110;50;1338;pressing for time in seconds;110;12.05.21;2022-09-22 13:38:48;12.05.21;13:38:50;7;14;2021-12-05 13:38:48;2021-12-05 13:38:50;88;2.0;15.000000000000002;0.0
527;527;444;444;8110;60;1338;store a part from stopper 2;211;12.05.21;2022-09-22 13:40:37;12.05.21;13:40:48;5;1126;2021-12-05 13:40:37;2021-12-05 13:40:48;88;11.0;107.0;1036.0
528;528;439;439;8110;10;1338;release a defined part on stopper 1;212;12.05.21;2022-09-22 13:24:19;12.05.21;13:24:31;5;0;2021-12-05 13:24:19;2021-12-05 13:24:31;89;12.0;0.0;0.0
529;529;440;440;8110;20;1338;feed part from magazin;200;12.05.21;2022-09-22 13:24:58;12.05.21;13:25:01;11;27;2021-12-05 13:24:58;2021-12-05 13:25:01;89;3.0;27.0;0.0
530;530;423;423;8110;30;1338;assembly part with defined PCB;300;12.05.21;2022-09-22 13:37:35;12.05.21;13:39:06;8;6;2021-12-05 13:37:35;2021-12-05 13:39:06;89;91.0;754.0;0.0
531;531;424;424;8110;40;1338;feed part from magazin;200;12.05.21;2022-09-22 13:39:58;12.05.21;13:40:00;6;63;2021-12-05 13:39:58;2021-12-05 13:40:00;89;2.0;52.0;0.0
532;532;425;425;8110;50;1338;pressing for time in seconds;110;12.05.21;2022-09-22 13:40:15;12.05.21;13:40:17;7;14;2021-12-05 13:40:15;2021-12-05 13:40:17;89;2.0;15.000000000000002;0.0
533;533;426;426;8110;60;1338;store a part from stopper 2;211;12.05.21;2022-09-22 13:42:01;12.05.21;13:42:13;5;1126;2021-12-05 13:42:01;2021-12-05 13:42:13;89;12.0;104.0;1074.0
534;534;445;445;8110;10;1338;release a defined part on stopper 1;212;12.05.21;2022-09-22 13:27:26;12.05.21;13:27:38;5;0;2021-12-05 13:27:26;2021-12-05 13:27:38;90;12.0;0.0;0.0
535;535;446;446;8110;20;1338;feed part from magazin;200;12.05.21;2022-09-22 13:28:05;12.05.21;13:28:07;11;27;2021-12-05 13:28:05;2021-12-05 13:28:07;90;2.0;27.0;0.0
536;536;447;447;8110;30;1338;assembly part with defined PCB;300;12.05.21;2022-09-22 13:39:10;12.05.21;13:40:41;8;6;2021-12-05 13:39:10;2021-12-05 13:40:41;90;91.0;663.0;0.0
537;537;448;448;8110;40;1338;feed part from magazin;200;12.05.21;2022-09-22 13:41:26;12.05.21;13:41:28;6;63;2021-12-05 13:41:26;2021-12-05 13:41:28;90;2.0;45.0;0.0
538;538;541;541;8110;50;1338;pressing for time in seconds;110;12.05.21;2022-09-22 13:41:43;12.05.21;13:41:45;7;14;2021-12-05 13:41:43;2021-12-05 13:41:45;90;2.0;15.000000000000002;0.0
539;539;542;542;8110;60;1338;store a part from stopper 2;211;12.05.21;2022-09-22 13:43:39;12.05.21;13:43:51;5;1126;2021-12-05 13:43:39;2021-12-05 13:43:51;90;12.0;114.0;985.0000000000001
540;540;449;449;8010;10;1339;release a defined part on stopper 1;212;12.05.21;2022-09-22 13:37:16;12.05.21;13:37:30;5;0;2021-12-05 13:37:16;2021-12-05 13:37:30;91;14.0;0.0;0.0
541;541;450;450;8010;20;1339;feed part from magazin;200;12.05.21;2022-09-22 13:37:57;12.05.21;13:37:59;11;27;2021-12-05 13:37:57;2021-12-05 13:37:59;91;2.0;27.0;0.0
542;542;451;451;8010;30;1339;assemble a PCB with one fuse left;302;12.05.21;2022-09-22 13:40:46;12.05.21;13:42:54;8;6;2021-12-05 13:40:46;2021-12-05 13:42:54;91;128.0;167.0;0.0
543;543;452;452;8010;40;1339;feed part from magazin;200;12.05.21;2022-09-22 13:43:46;12.05.21;13:43:48;6;63;2021-12-05 13:43:46;2021-12-05 13:43:48;91;2.0;52.0;0.0
544;544;453;453;8010;50;1339;pressing for time in seconds;110;12.05.21;2022-09-22 13:44:07;12.05.21;13:44:10;7;14;2021-12-05 13:44:07;2021-12-05 13:44:10;91;3.0;19.0;0.0
545;545;454;454;8010;60;1339;store a part from stopper 2;211;12.05.21;2022-09-22 13:45:40;12.05.21;13:45:52;5;1126;2021-12-05 13:45:40;2021-12-05 13:45:52;91;12.0;90.0;516.0
546;546;455;455;8010;10;1339;release a defined part on stopper 1;212;12.05.21;2022-09-22 13:38:41;12.05.21;13:38:53;5;0;2021-12-05 13:38:41;2021-12-05 13:38:53;92;12.0;0.0;0.0
547;547;456;456;8010;20;1339;feed part from magazin;200;12.05.21;2022-09-22 13:39:20;12.05.21;13:39:22;11;27;2021-12-05 13:39:20;2021-12-05 13:39:22;92;2.0;27.0;0.0
548;548;457;457;8010;30;1339;assemble a PCB with one fuse left;302;12.05.21;2022-09-22 13:42:59;12.05.21;13:45:36;8;6;2021-12-05 13:42:59;2021-12-05 13:45:36;92;157.0;217.0;0.0
549;549;458;458;8010;40;1339;feed part from magazin;200;12.05.21;2022-09-22 13:46:21;12.05.21;13:46:23;6;63;2021-12-05 13:46:21;2021-12-05 13:46:23;92;2.0;45.0;0.0
550;550;459;459;8010;50;1339;pressing for time in seconds;110;12.05.21;2022-09-22 13:46:38;12.05.21;13:46:40;7;14;2021-12-05 13:46:38;2021-12-05 13:46:40;92;2.0;15.000000000000002;0.0
551;551;460;460;8010;60;1339;store a part from stopper 2;211;12.05.21;2022-09-22 13:48:27;12.05.21;13:48:40;5;1126;2021-12-05 13:48:27;2021-12-05 13:48:40;92;13.0;107.0;599.0
552;552;461;461;8011;10;1339;release a defined part on stopper 1;212;12.05.21;2022-09-22 13:38:57;12.05.21;13:39:08;5;0;2021-12-05 13:38:57;2021-12-05 13:39:08;93;11.0;0.0;0.0
553;553;462;462;8011;20;1339;feed part from magazin;200;12.05.21;2022-09-22 13:39:35;12.05.21;13:39:37;11;27;2021-12-05 13:39:35;2021-12-05 13:39:37;93;2.0;27.0;0.0
554;554;463;463;8011;30;1339;assemble a PCB with fuse left and right ;304;12.05.21;2022-09-22 13:45:41;12.05.21;13:47:32;8;6;2021-12-05 13:45:41;2021-12-05 13:47:32;93;111.0;364.0;0.0
555;555;464;464;8011;40;1339;feed part from magazin;200;12.05.21;2022-09-22 13:48:23;12.05.21;13:48:25;6;63;2021-12-05 13:48:23;2021-12-05 13:48:25;93;2.0;51.0;0.0
556;556;465;465;8011;50;1339;pressing for time in seconds;110;12.05.21;2022-09-22 13:48:45;12.05.21;13:48:47;7;14;2021-12-05 13:48:45;2021-12-05 13:48:47;93;2.0;20.0;0.0
557;557;466;466;8011;60;1339;store a part from stopper 2;211;12.05.21;2022-09-22 13:50:34;12.05.21;13:50:46;5;1126;2021-12-05 13:50:34;2021-12-05 13:50:46;93;12.0;107.0;709.0
558;558;467;467;8011;10;1339;release a defined part on stopper 1;212;12.05.21;2022-09-22 13:39:12;12.05.21;13:39:25;5;0;2021-12-05 13:39:12;2021-12-05 13:39:25;94;13.0;0.0;0.0
559;559;468;468;8011;20;1339;feed part from magazin;200;12.05.21;2022-09-22 13:39:52;12.05.21;13:39:54;11;27;2021-12-05 13:39:52;2021-12-05 13:39:54;94;2.0;27.0;0.0
560;560;560;560;8011;30;1339;assemble a PCB with fuse left and right ;304;12.05.21;2022-09-22 13:51:10;12.05.21;13:53:33;8;6;2021-12-05 13:51:10;2021-12-05 13:53:33;94;143.0;676.0;0.0
561;561;561;561;8011;40;1339;feed part from magazin;200;12.05.21;2022-09-22 13:54:41;12.05.21;13:54:43;6;63;2021-12-05 13:54:41;2021-12-05 13:54:43;94;2.0;68.0;0.0
562;562;562;562;8011;50;1339;pressing for time in seconds;110;12.05.21;2022-09-22 13:54:56;12.05.21;13:54:59;7;14;2021-12-05 13:54:56;2021-12-05 13:54:59;94;3.0;13.0;0.0
563;563;563;563;8011;60;1339;store a part from stopper 2;211;12.05.21;2022-09-22 13:56:33;12.05.21;13:56:46;5;1126;2021-12-05 13:56:33;2021-12-05 13:56:46;94;13.0;94.0;1054.0
564;564;564;564;8011;10;1339;release a defined part on stopper 1;212;12.05.21;2022-09-22 13:39:43;12.05.21;13:39:57;5;0;2021-12-05 13:39:43;2021-12-05 13:39:57;95;14.0;0.0;0.0
565;565;565;565;8011;20;1339;feed part from magazin;200;12.05.21;2022-09-22 13:40:24;12.05.21;13:40:26;11;27;2021-12-05 13:40:24;2021-12-05 13:40:26;95;2.0;27.0;0.0
566;566;566;566;8011;30;1339;assemble a PCB with fuse left and right ;304;12.05.21;2022-09-22 13:53:40;12.05.21;13:55:31;8;6;2021-12-05 13:53:40;2021-12-05 13:55:31;95;111.0;794.0;0.0
567;567;567;567;8011;40;1339;feed part from magazin;200;12.05.21;2022-09-22 13:56:13;12.05.21;13:56:15;6;63;2021-12-05 13:56:13;2021-12-05 13:56:15;95;2.0;42.0;0.0
568;568;568;568;8011;50;1339;pressing for time in seconds;110;12.05.21;2022-09-22 13:56:30;12.05.21;13:56:32;7;14;2021-12-05 13:56:30;2021-12-05 13:56:32;95;2.0;15.000000000000002;0.0
569;569;569;569;8011;60;1339;store a part from stopper 2;211;12.05.21;2022-09-22 13:58:50;12.05.21;13:59:03;5;1126;2021-12-05 13:58:50;2021-12-05 13:59:03;95;13.0;138.0;1160.0
570;570;588;588;8111;10;1339;release a defined part on stopper 1;212;12.05.21;2022-09-22 13:43:57;12.05.21;13:44:12;5;0;2021-12-05 13:43:57;2021-12-05 13:44:12;96;15.000000000000002;0.0;0.0
571;571;589;589;8111;20;1339;feed part from magazin;200;12.05.21;2022-09-22 13:44:39;12.05.21;13:44:41;11;27;2021-12-05 13:44:39;2021-12-05 13:44:41;96;2.0;27.0;0.0
572;572;590;590;8111;30;1339;assembly part with defined PCB;300;12.05.21;2022-09-22 13:55:35;12.05.21;13:57:14;8;6;2021-12-05 13:55:35;2021-12-05 13:57:14;96;99.0;654.0;0.0
573;573;591;591;8111;40;1339;feed part from magazin;200;12.05.21;2022-09-22 13:57:56;12.05.21;13:57:58;6;63;2021-12-05 13:57:56;2021-12-05 13:57:58;96;2.0;42.0;0.0
574;574;592;592;8111;50;1339;pressing for time in seconds;110;12.05.21;2022-09-22 13:58:11;12.05.21;13:58:13;7;14;2021-12-05 13:58:11;2021-12-05 13:58:13;96;2.0;13.0;0.0
575;575;593;593;8111;60;1339;store a part from stopper 2;211;12.05.21;2022-09-22 13:59:53;12.05.21;14:00:05;5;1126;2021-12-05 13:59:53;2021-12-05 14:00:05;96;12.0;100.0;968.0000000000001
576;576;594;594;8111;10;1339;release a defined part on stopper 1;212;12.05.21;2022-09-22 13:45:53;12.05.21;13:46:08;5;0;2021-12-05 13:45:53;2021-12-05 13:46:08;97;15.000000000000002;0.0;0.0
577;577;595;595;8111;20;1339;feed part from magazin;200;12.05.21;2022-09-22 13:46:35;12.05.21;13:46:37;11;27;2021-12-05 13:46:35;2021-12-05 13:46:37;97;2.0;27.0;0.0
578;578;596;596;8111;30;1339;assembly part with defined PCB;300;12.05.21;2022-09-22 13:59:47;12.05.21;14:01:25;8;6;2021-12-05 13:59:47;2021-12-05 14:01:25;97;98.0;790.0;0.0
579;579;597;597;8111;40;1339;feed part from magazin;200;12.05.21;2022-09-22 14:02:42;12.05.21;14:02:44;6;63;2021-12-05 14:02:42;2021-12-05 14:02:44;97;2.0;77.0;0.0
580;580;598;598;8111;50;1339;pressing for time in seconds;110;12.05.21;2022-09-22 14:02:59;12.05.21;14:03:01;7;14;2021-12-05 14:02:59;2021-12-05 14:03:01;97;2.0;15.000000000000002;0.0
581;581;599;599;8111;60;1339;store a part from stopper 2;211;12.05.21;2022-09-22 14:12:41;12.05.21;14:12:55;5;1126;2021-12-05 14:12:41;2021-12-05 14:12:55;97;14.0;580.0;1622.0
582;582;570;570;8110;10;1339;release a defined part on stopper 1;212;12.05.21;2022-09-22 13:40:08;12.05.21;13:40:21;5;0;2021-12-05 13:40:08;2021-12-05 13:40:21;98;13.0;0.0;0.0
583;583;571;571;8110;20;1339;feed part from magazin;200;12.05.21;2022-09-22 13:40:48;12.05.21;13:40:51;11;27;2021-12-05 13:40:48;2021-12-05 13:40:51;98;3.0;27.0;0.0
584;584;578;578;8110;30;1339;assembly part with defined PCB;300;12.05.21;2022-09-22 13:47:36;12.05.21;13:49:07;8;6;2021-12-05 13:47:36;2021-12-05 13:49:07;98;91.0;405.0;0.0
585;585;579;579;8110;40;1339;feed part from magazin;200;12.05.21;2022-09-22 13:51:16;12.05.21;13:51:18;6;63;2021-12-05 13:51:16;2021-12-05 13:51:18;98;2.0;129.0;0.0
586;586;580;580;8110;50;1339;pressing for time in seconds;110;12.05.21;2022-09-22 13:51:37;12.05.21;13:51:41;7;14;2021-12-05 13:51:37;2021-12-05 13:51:41;98;4.0;19.0;0.0
587;587;581;581;8110;60;1339;store a part from stopper 2;211;12.05.21;2022-09-22 13:54:03;12.05.21;13:54:16;5;1126;2021-12-05 13:54:03;2021-12-05 13:54:16;98;13.0;142.0;848.0
