;level_0;Unnamed: 0;index;Produktvariante;Prozessschritt;Auftragsnummer;Prozessbeschreibung;Prozessnummer;Startdatum;Startzeit;Enddatum;Endzeit;Arbeitsstation;Transportzeit;Start;Ende;werkstueckID
506;506;506;550;8011;30;1338;assemble a PCB with fuse left and right ;304;12.05.2021;13:31:48;12.05.2021;13:34:04;8;6;05.12.2021 13:31;05.12.2021 13:34;85
507;507;507;551;8011;40;1338;feed part from magazin;200;12.05.2021;13:34:52;12.05.2021;13:34:54;6;63;05.12.2021 13:34;05.12.2021 13:34;85
508;508;508;552;8011;50;1338;pressing for time in seconds;110;12.05.2021;13:35:07;12.05.2021;13:35:09;7;14;05.12.2021 13:35;05.12.2021 13:35;85
509;509;509;553;8011;60;1338;store a part from stopper 2;211;12.05.2021;13:36:52;12.05.2021;13:37:05;5;1126;05.12.2021 13:36;05.12.2021 13:37;85
510;510;510;421;8110;10;1338;release a defined part on stopper 1;212;12.05.2021;13:19:28;12.05.2021;13:19:42;5;0;05.12.2021 13:19;05.12.2021 13:19;86
511;511;511;422;8110;20;1338;feed part from magazin;200;12.05.2021;13:20:09;12.05.2021;13:20:11;11;27;05.12.2021 13:20;05.12.2021 13:20;86
512;512;512;429;8110;30;1338;assembly part with defined PCB;300;12.05.2021;13:28:16;12.05.2021;13:29:46;8;6;05.12.2021 13:28;05.12.2021 13:29;86
513;513;513;430;8110;40;1338;feed part from magazin;200;12.05.2021;13:30:32;12.05.2021;13:30:34;6;63;05.12.2021 13:30;05.12.2021 13:30;86
514;514;514;431;8110;50;1338;pressing for time in seconds;110;12.05.2021;13:30:47;12.05.2021;13:30:49;7;14;05.12.2021 13:30;05.12.2021 13:30;86
515;515;515;432;8110;60;1338;store a part from stopper 2;211;12.05.2021;13:32:43;12.05.2021;13:32:56;5;1126;05.12.2021 13:32;05.12.2021 13:32;86
516;516;516;427;8110;10;1338;release a defined part on stopper 1;212;12.05.2021;13:21:22;12.05.2021;13:21:37;5;0;05.12.2021 13:21;05.12.2021 13:21;87
517;517;517;428;8110;20;1338;feed part from magazin;200;12.05.2021;13:22:03;12.05.2021;13:22:06;11;27;05.12.2021 13:22;05.12.2021 13:22;87
518;518;518;435;8110;30;1338;assembly part with defined PCB;300;12.05.2021;13:34:09;12.05.2021;13:35:40;8;6;05.12.2021 13:34;05.12.2021 13:35;87
519;519;519;436;8110;40;1338;feed part from magazin;200;12.05.2021;13:36:27;12.05.2021;13:36:29;6;63;05.12.2021 13:36;05.12.2021 13:36;87
520;520;520;437;8110;50;1338;pressing for time in seconds;110;12.05.2021;13:36:45;12.05.2021;13:36:47;7;14;05.12.2021 13:36;05.12.2021 13:36;87
521;521;521;438;8110;60;1338;store a part from stopper 2;211;12.05.2021;13:38:16;12.05.2021;13:38:28;5;1126;05.12.2021 13:38;05.12.2021 13:38;87
522;522;522;433;8110;10;1338;release a defined part on stopper 1;212;12.05.2021;13:23:32;12.05.2021;13:23:46;5;0;05.12.2021 13:23;05.12.2021 13:23;88
523;523;523;434;8110;20;1338;feed part from magazin;200;12.05.2021;13:24:13;12.05.2021;13:24:15;11;27;05.12.2021 13:24;05.12.2021 13:24;88
524;524;524;441;8110;30;1338;assembly part with defined PCB;300;12.05.2021;13:35:45;12.05.2021;13:37:15;8;6;05.12.2021 13:35;05.12.2021 13:37;88
525;525;525;442;8110;40;1338;feed part from magazin;200;12.05.2021;13:38:30;12.05.2021;13:38:33;6;63;05.12.2021 13:38;05.12.2021 13:38;88
526;526;526;443;8110;50;1338;pressing for time in seconds;110;12.05.2021;13:38:48;12.05.2021;13:38:50;7;14;05.12.2021 13:38;05.12.2021 13:38;88
527;527;527;444;8110;60;1338;store a part from stopper 2;211;12.05.2021;13:40:37;12.05.2021;13:40:48;5;1126;05.12.2021 13:40;05.12.2021 13:40;88
528;528;532;439;8110;10;1338;release a defined part on stopper 1;212;12.05.2021;13:24:19;12.05.2021;13:24:31;5;0;05.12.2021 13:24;05.12.2021 13:24;89
529;529;533;440;8110;20;1338;feed part from magazin;200;12.05.2021;13:24:58;12.05.2021;13:25:01;11;27;05.12.2021 13:24;05.12.2021 13:25;89
530;530;528;423;8110;30;1338;assembly part with defined PCB;300;12.05.2021;13:37:35;12.05.2021;13:39:06;8;6;05.12.2021 13:37;05.12.2021 13:39;89
531;531;529;424;8110;40;1338;feed part from magazin;200;12.05.2021;13:39:58;12.05.2021;13:40:00;6;63;05.12.2021 13:39;05.12.2021 13:40;89
532;532;530;425;8110;50;1338;pressing for time in seconds;110;12.05.2021;13:40:15;12.05.2021;13:40:17;7;14;05.12.2021 13:40;05.12.2021 13:40;89
533;533;531;426;8110;60;1338;store a part from stopper 2;211;12.05.2021;13:42:01;12.05.2021;13:42:13;5;1126;05.12.2021 13:42;05.12.2021 13:42;89
534;534;534;445;8110;10;1338;release a defined part on stopper 1;212;12.05.2021;13:27:26;12.05.2021;13:27:38;5;0;05.12.2021 13:27;05.12.2021 13:27;90
535;535;535;446;8110;20;1338;feed part from magazin;200;12.05.2021;13:28:05;12.05.2021;13:28:07;11;27;05.12.2021 13:28;05.12.2021 13:28;90
536;536;536;447;8110;30;1338;assembly part with defined PCB;300;12.05.2021;13:39:10;12.05.2021;13:40:41;8;6;05.12.2021 13:39;05.12.2021 13:40;90
537;537;537;448;8110;40;1338;feed part from magazin;200;12.05.2021;13:41:26;12.05.2021;13:41:28;6;63;05.12.2021 13:41;05.12.2021 13:41;90
538;538;538;541;8110;50;1338;pressing for time in seconds;110;12.05.2021;13:41:43;12.05.2021;13:41:45;7;14;05.12.2021 13:41;05.12.2021 13:41;90
539;539;539;542;8110;60;1338;store a part from stopper 2;211;12.05.2021;13:43:39;12.05.2021;13:43:51;5;1126;05.12.2021 13:43;05.12.2021 13:43;90
540;540;540;449;8010;10;1339;release a defined part on stopper 1;212;12.05.2021;13:37:16;12.05.2021;13:37:30;5;0;05.12.2021 13:37;05.12.2021 13:37;91
541;541;541;450;8010;20;1339;feed part from magazin;200;12.05.2021;13:37:57;12.05.2021;13:37:59;11;27;05.12.2021 13:37;05.12.2021 13:37;91
542;542;542;451;8010;30;1339;assemble a PCB with one fuse left;302;12.05.2021;13:40:46;12.05.2021;13:42:54;8;6;05.12.2021 13:40;05.12.2021 13:42;91
543;543;543;452;8010;40;1339;feed part from magazin;200;12.05.2021;13:43:46;12.05.2021;13:43:48;6;63;05.12.2021 13:43;05.12.2021 13:43;91
544;544;544;453;8010;50;1339;pressing for time in seconds;110;12.05.2021;13:44:07;12.05.2021;13:44:10;7;14;05.12.2021 13:44;05.12.2021 13:44;91
545;545;545;454;8010;60;1339;store a part from stopper 2;211;12.05.2021;13:45:40;12.05.2021;13:45:52;5;1126;05.12.2021 13:45;05.12.2021 13:45;91
546;546;546;455;8010;10;1339;release a defined part on stopper 1;212;12.05.2021;13:38:41;12.05.2021;13:38:53;5;0;05.12.2021 13:38;05.12.2021 13:38;92
547;547;547;456;8010;20;1339;feed part from magazin;200;12.05.2021;13:39:20;12.05.2021;13:39:22;11;27;05.12.2021 13:39;05.12.2021 13:39;92
548;548;548;457;8010;30;1339;assemble a PCB with one fuse left;302;12.05.2021;13:42:59;12.05.2021;13:45:36;8;6;05.12.2021 13:42;05.12.2021 13:45;92
549;549;549;458;8010;40;1339;feed part from magazin;200;12.05.2021;13:46:21;12.05.2021;13:46:23;6;63;05.12.2021 13:46;05.12.2021 13:46;92
550;550;550;459;8010;50;1339;pressing for time in seconds;110;12.05.2021;13:46:38;12.05.2021;13:46:40;7;14;05.12.2021 13:46;05.12.2021 13:46;92
551;551;551;460;8010;60;1339;store a part from stopper 2;211;12.05.2021;13:48:27;12.05.2021;13:48:40;5;1126;05.12.2021 13:48;05.12.2021 13:48;92
552;552;552;461;8011;10;1339;release a defined part on stopper 1;212;12.05.2021;13:38:57;12.05.2021;13:39:08;5;0;05.12.2021 13:38;05.12.2021 13:39;93
553;553;553;462;8011;20;1339;feed part from magazin;200;12.05.2021;13:39:35;12.05.2021;13:39:37;11;27;05.12.2021 13:39;05.12.2021 13:39;93
554;554;554;463;8011;30;1339;assemble a PCB with fuse left and right ;304;12.05.2021;13:45:41;12.05.2021;13:47:32;8;6;05.12.2021 13:45;05.12.2021 13:47;93
555;555;555;464;8011;40;1339;feed part from magazin;200;12.05.2021;13:48:23;12.05.2021;13:48:25;6;63;05.12.2021 13:48;05.12.2021 13:48;93
556;556;556;465;8011;50;1339;pressing for time in seconds;110;12.05.2021;13:48:45;12.05.2021;13:48:47;7;14;05.12.2021 13:48;05.12.2021 13:48;93
557;557;557;466;8011;60;1339;store a part from stopper 2;211;12.05.2021;13:50:34;12.05.2021;13:50:46;5;1126;05.12.2021 13:50;05.12.2021 13:50;93
558;558;558;467;8011;10;1339;release a defined part on stopper 1;212;12.05.2021;13:39:12;12.05.2021;13:39:25;5;0;05.12.2021 13:39;05.12.2021 13:39;94
559;559;559;468;8011;20;1339;feed part from magazin;200;12.05.2021;13:39:52;12.05.2021;13:39:54;11;27;05.12.2021 13:39;05.12.2021 13:39;94
560;560;560;560;8011;30;1339;assemble a PCB with fuse left and right ;304;12.05.2021;13:51:10;12.05.2021;13:53:33;8;6;05.12.2021 13:51;05.12.2021 13:53;94
561;561;561;561;8011;40;1339;feed part from magazin;200;12.05.2021;13:54:41;12.05.2021;13:54:43;6;63;05.12.2021 13:54;05.12.2021 13:54;94
562;562;562;562;8011;50;1339;pressing for time in seconds;110;12.05.2021;13:54:56;12.05.2021;13:54:59;7;14;05.12.2021 13:54;05.12.2021 13:54;94
563;563;563;563;8011;60;1339;store a part from stopper 2;211;12.05.2021;13:56:33;12.05.2021;13:56:46;5;1126;05.12.2021 13:56;05.12.2021 13:56;94
564;564;564;564;8011;10;1339;release a defined part on stopper 1;212;12.05.2021;13:39:43;12.05.2021;13:39:57;5;0;05.12.2021 13:39;05.12.2021 13:39;95
565;565;565;565;8011;20;1339;feed part from magazin;200;12.05.2021;13:40:24;12.05.2021;13:40:26;11;27;05.12.2021 13:40;05.12.2021 13:40;95
566;566;566;566;8011;30;1339;assemble a PCB with fuse left and right ;304;12.05.2021;13:53:40;12.05.2021;13:55:31;8;6;05.12.2021 13:53;05.12.2021 13:55;95
567;567;567;567;8011;40;1339;feed part from magazin;200;12.05.2021;13:56:13;12.05.2021;13:56:15;6;63;05.12.2021 13:56;05.12.2021 13:56;95
568;568;568;568;8011;50;1339;pressing for time in seconds;110;12.05.2021;13:56:30;12.05.2021;13:56:32;7;14;05.12.2021 13:56;05.12.2021 13:56;95
569;569;569;569;8011;60;1339;store a part from stopper 2;211;12.05.2021;13:58:50;12.05.2021;13:59:03;5;1126;05.12.2021 13:58;05.12.2021 13:59;95
570;570;570;588;8111;10;1339;release a defined part on stopper 1;212;12.05.2021;13:43:57;12.05.2021;13:44:12;5;0;05.12.2021 13:43;05.12.2021 13:44;96
571;571;571;589;8111;20;1339;feed part from magazin;200;12.05.2021;13:44:39;12.05.2021;13:44:41;11;27;05.12.2021 13:44;05.12.2021 13:44;96
572;572;572;590;8111;30;1339;assembly part with defined PCB;300;12.05.2021;13:55:35;12.05.2021;13:57:14;8;6;05.12.2021 13:55;05.12.2021 13:57;96
573;573;573;591;8111;40;1339;feed part from magazin;200;12.05.2021;13:57:56;12.05.2021;13:57:58;6;63;05.12.2021 13:57;05.12.2021 13:57;96
574;574;574;592;8111;50;1339;pressing for time in seconds;110;12.05.2021;13:58:11;12.05.2021;13:58:13;7;14;05.12.2021 13:58;05.12.2021 13:58;96
575;575;575;593;8111;60;1339;store a part from stopper 2;211;12.05.2021;13:59:53;12.05.2021;14:00:05;5;1126;05.12.2021 13:59;05.12.2021 14:00;96
576;576;576;594;8111;10;1339;release a defined part on stopper 1;212;12.05.2021;13:45:53;12.05.2021;13:46:08;5;0;05.12.2021 13:45;05.12.2021 13:46;97
577;577;577;595;8111;20;1339;feed part from magazin;200;12.05.2021;13:46:35;12.05.2021;13:46:37;11;27;05.12.2021 13:46;05.12.2021 13:46;97
578;578;578;596;8111;30;1339;assembly part with defined PCB;300;12.05.2021;13:59:47;12.05.2021;14:01:25;8;6;05.12.2021 13:59;05.12.2021 14:01;97
579;579;579;597;8111;40;1339;feed part from magazin;200;12.05.2021;14:02:42;12.05.2021;14:02:44;6;63;05.12.2021 14:02;05.12.2021 14:02;97
580;580;580;598;8111;50;1339;pressing for time in seconds;110;12.05.2021;14:02:59;12.05.2021;14:03:01;7;14;05.12.2021 14:02;05.12.2021 14:03;97
581;581;581;599;8111;60;1339;store a part from stopper 2;211;12.05.2021;14:12:41;12.05.2021;14:12:55;5;1126;05.12.2021 14:12;05.12.2021 14:12;97
582;582;582;570;8110;10;1339;release a defined part on stopper 1;212;12.05.2021;13:40:08;12.05.2021;13:40:21;5;0;05.12.2021 13:40;05.12.2021 13:40;98
583;583;583;571;8110;20;1339;feed part from magazin;200;12.05.2021;13:40:48;12.05.2021;13:40:51;11;27;05.12.2021 13:40;05.12.2021 13:40;98
584;584;584;578;8110;30;1339;assembly part with defined PCB;300;12.05.2021;13:47:36;12.05.2021;13:49:07;8;6;05.12.2021 13:47;05.12.2021 13:49;98
585;585;585;579;8110;40;1339;feed part from magazin;200;12.05.2021;13:51:16;12.05.2021;13:51:18;6;63;05.12.2021 13:51;05.12.2021 13:51;98
586;586;586;580;8110;50;1339;pressing for time in seconds;110;12.05.2021;13:51:37;12.05.2021;13:51:41;7;14;05.12.2021 13:51;05.12.2021 13:51;98
587;587;587;581;8110;60;1339;store a part from stopper 2;211;12.05.2021;13:54:03;12.05.2021;13:54:16;5;1126;05.12.2021 13:54;05.12.2021 13:54;98
588;588;588;576;8110;10;1339;release a defined part on stopper 1;212;12.05.2021;13:40:49;12.05.2021;13:41:03;5;0;05.12.2021 13:40;05.12.2021 13:41;99
589;589;589;577;8110;20;1339;feed part from magazin;200;12.05.2021;13:41:29;12.05.2021;13:41:31;11;27;05.12.2021 13:41;05.12.2021 13:41;99
590;590;590;584;8110;30;1339;assembly part with defined PCB;300;12.05.2021;13:49:35;12.05.2021;13:51:05;8;6;05.12.2021 13:49;05.12.2021 13:51;99
591;591;591;585;8110;40;1339;feed part from magazin;200;12.05.2021;13:52:57;12.05.2021;13:52:59;6;63;05.12.2021 13:52;05.12.2021 13:52;99
592;592;592;586;8110;50;1339;pressing for time in seconds;110;12.05.2021;13:53:20;12.05.2021;13:53:22;7;14;05.12.2021 13:53;05.12.2021 13:53;99
593;593;593;587;8110;60;1339;store a part from stopper 2;211;12.05.2021;13:55:15;12.05.2021;13:55:28;5;1126;05.12.2021 13:55;05.12.2021 13:55;99
594;594;598;582;8110;10;1339;release a defined part on stopper 1;212;12.05.2021;13:42:21;12.05.2021;13:42:37;5;0;05.12.2021 13:42;05.12.2021 13:42;100
595;595;599;583;8110;20;1339;feed part from magazin;200;12.05.2021;13:43:31;12.05.2021;13:43:34;11;27;05.12.2021 13:43;05.12.2021 13:43;100
596;596;594;572;8110;30;1339;assembly part with defined PCB;300;12.05.2021;13:57:18;12.05.2021;13:58:49;8;6;05.12.2021 13:57;05.12.2021 13:58;100
597;597;595;573;8110;40;1339;feed part from magazin;200;12.05.2021;13:59:34;12.05.2021;13:59:36;6;63;05.12.2021 13:59;05.12.2021 13:59;100
598;598;596;574;8110;50;1339;pressing for time in seconds;110;12.05.2021;13:59:49;12.05.2021;13:59:52;7;14;05.12.2021 13:59;05.12.2021 13:59;100
599;599;597;575;8110;60;1339;store a part from stopper 2;211;12.05.2021;14:01:25;12.05.2021;14:01:38;5;1126;05.12.2021 14:01;05.12.2021 14:01;100
600;600;600;600;8010;10;1352;release a defined part on stopper 1;212;12.05.2021;16:49:06;12.05.2021;16:49:20;5;0;05.12.2021 16:49;05.12.2021 16:49;101
601;601;601;601;8010;20;1352;feed part from magazin;200;12.05.2021;16:49:47;12.05.2021;16:49:49;11;27;05.12.2021 16:49;05.12.2021 16:49;101
602;602;602;602;8010;30;1352;assemble a PCB with one fuse left;302;12.05.2021;16:51:28;12.05.2021;16:53:11;8;6;05.12.2021 16:51;05.12.2021 16:53;101
603;603;603;603;8010;40;1352;feed part from magazin;200;12.05.2021;16:54:07;12.05.2021;16:54:09;6;63;05.12.2021 16:54;05.12.2021 16:54;101
604;604;604;604;8010;50;1352;pressing for time in seconds;110;12.05.2021;16:54:22;12.05.2021;16:54:24;7;14;05.12.2021 16:54;05.12.2021 16:54;101
605;605;605;605;8010;60;1352;store a part from stopper 2;211;12.05.2021;16:55:53;12.05.2021;16:56:06;5;1126;05.12.2021 16:55;05.12.2021 16:56;101
606;606;606;606;8010;10;1352;release a defined part on stopper 1;212;12.05.2021;16:49:24;12.05.2021;16:49:36;5;0;05.12.2021 16:49;05.12.2021 16:49;102
607;607;607;607;8010;20;1352;feed part from magazin;200;12.05.2021;16:50:02;12.05.2021;16:50:04;11;27;05.12.2021 16:50;05.12.2021 16:50;102
608;608;608;608;8010;30;1352;assemble a PCB with one fuse left;302;12.05.2021;16:53:16;12.05.2021;16:54:59;8;6;05.12.2021 16:53;05.12.2021 16:54;102
609;609;609;609;8010;40;1352;feed part from magazin;200;12.05.2021;16:55:44;12.05.2021;16:55:46;6;63;05.12.2021 16:55;05.12.2021 16:55;102
610;610;610;610;8010;50;1352;pressing for time in seconds;110;12.05.2021;16:56:04;12.05.2021;16:56:07;7;14;05.12.2021 16:56;05.12.2021 16:56;102
611;611;611;611;8010;60;1352;store a part from stopper 2;211;12.05.2021;16:57:42;12.05.2021;16:57:53;5;1126;05.12.2021 16:57;05.12.2021 16:57;102
612;612;612;612;8010;10;1352;release a defined part on stopper 1;212;12.05.2021;16:49:40;12.05.2021;16:49:52;5;0;05.12.2021 16:49;05.12.2021 16:49;103
613;613;613;613;8010;20;1352;feed part from magazin;200;12.05.2021;16:50:19;12.05.2021;16:50:21;11;27;05.12.2021 16:50;05.12.2021 16:50;103
614;614;614;614;8010;30;1352;assemble a PCB with one fuse left;302;12.05.2021;16:55:03;12.05.2021;16:56:46;8;6;05.12.2021 16:55;05.12.2021 16:56;103
615;615;615;615;8010;40;1352;feed part from magazin;200;12.05.2021;16:57:38;12.05.2021;16:57:40;6;63;05.12.2021 16:57;05.12.2021 16:57;103
616;616;616;616;8010;50;1352;pressing for time in seconds;110;12.05.2021;16:57:53;12.05.2021;16:57:55;7;14;05.12.2021 16:57;05.12.2021 16:57;103
617;617;617;617;8010;60;1352;store a part from stopper 2;211;12.05.2021;16:59:29;12.05.2021;16:59:41;5;1126;05.12.2021 16:59;05.12.2021 16:59;103
618;618;618;618;8010;10;1352;release a defined part on stopper 1;212;12.05.2021;16:49:56;12.05.2021;16:50:09;5;0;05.12.2021 16:49;05.12.2021 16:50;104
619;619;619;619;8010;20;1352;feed part from magazin;200;12.05.2021;16:50:36;12.05.2021;16:50:38;11;27;05.12.2021 16:50;05.12.2021 16:50;104
620;620;620;632;8010;30;1352;assemble a PCB with one fuse left;302;12.05.2021;16:56:54;12.05.2021;16:58:38;8;6;05.12.2021 16:56;05.12.2021 16:58;104
621;621;621;633;8010;40;1352;feed part from magazin;200;12.05.2021;16:59:28;12.05.2021;16:59:30;6;63;05.12.2021 16:59;05.12.2021 16:59;104
622;622;622;634;8010;50;1352;pressing for time in seconds;110;12.05.2021;16:59:52;12.05.2021;16:59:54;7;14;05.12.2021 16:59;05.12.2021 16:59;104
623;623;623;635;8010;60;1352;store a part from stopper 2;211;12.05.2021;17:01:28;12.05.2021;17:01:41;5;1126;05.12.2021 17:01;05.12.2021 17:01;104
624;624;628;624;8010;10;1352;release a defined part on stopper 1;212;12.05.2021;16:50:13;12.05.2021;16:50:26;5;0;05.12.2021 16:50;05.12.2021 16:50;105
625;625;629;625;8010;20;1352;feed part from magazin;200;12.05.2021;16:50:54;12.05.2021;16:50:55;11;27;05.12.2021 16:50;05.12.2021 16:50;105
626;626;624;620;8010;30;1352;assemble a PCB with one fuse left;302;12.05.2021;16:58:42;12.05.2021;17:00:25;8;6;05.12.2021 16:58;05.12.2021 17:00;105
627;627;625;621;8010;40;1352;feed part from magazin;200;12.05.2021;17:01:11;12.05.2021;17:01:14;6;63;05.12.2021 17:01;05.12.2021 17:01;105
628;628;626;622;8010;50;1352;pressing for time in seconds;110;12.05.2021;17:01:38;12.05.2021;17:01:40;7;14;05.12.2021 17:01;05.12.2021 17:01;105
629;629;627;623;8010;60;1352;store a part from stopper 2;211;12.05.2021;17:03:14;12.05.2021;17:03:26;5;1126;05.12.2021 17:03;05.12.2021 17:03;105
630;630;630;630;8010;10;1352;release a defined part on stopper 1;212;12.05.2021;16:51:06;12.05.2021;16:51:19;5;0;05.12.2021 16:51;05.12.2021 16:51;106
631;631;631;631;8010;20;1352;feed part from magazin;200;12.05.2021;16:51:47;12.05.2021;16:51:48;11;27;05.12.2021 16:51;05.12.2021 16:51;106
632;632;632;644;8010;30;1352;assemble a PCB with one fuse left;302;12.05.2021;17:00:48;12.05.2021;17:02:31;8;6;05.12.2021 17:00;05.12.2021 17:02;106
633;633;633;645;8010;40;1352;feed part from magazin;200;12.05.2021;17:03:23;12.05.2021;17:03:25;6;63;05.12.2021 17:03;05.12.2021 17:03;106
634;634;634;646;8010;50;1352;pressing for time in seconds;110;12.05.2021;17:03:43;12.05.2021;17:03:45;7;14;05.12.2021 17:03;05.12.2021 17:03;106
635;635;635;647;8010;60;1352;store a part from stopper 2;211;12.05.2021;17:05:27;12.05.2021;17:05:39;5;1126;05.12.2021 17:05;05.12.2021 17:05;106
636;636;636;636;8010;10;1352;release a defined part on stopper 1;212;12.05.2021;16:51:23;12.05.2021;16:51:37;5;0;05.12.2021 16:51;05.12.2021 16:51;107
637;637;637;637;8010;20;1352;feed part from magazin;200;12.05.2021;16:52:04;12.05.2021;16:52:06;11;27;05.12.2021 16:52;05.12.2021 16:52;107
638;638;638;638;8010;30;1352;assemble a PCB with one fuse left;302;12.05.2021;17:02:35;12.05.2021;17:04:18;8;6;05.12.2021 17:02;05.12.2021 17:04;107
639;639;639;639;8010;40;1352;feed part from magazin;200;12.05.2021;17:05:01;12.05.2021;17:05:03;6;63;05.12.2021 17:05;05.12.2021 17:05;107
640;640;640;640;8010;50;1352;pressing for time in seconds;110;12.05.2021;17:05:16;12.05.2021;17:05:19;7;14;05.12.2021 17:05;05.12.2021 17:05;107
641;641;641;641;8010;60;1352;store a part from stopper 2;211;12.05.2021;17:06:57;12.05.2021;17:07:09;5;1126;05.12.2021 17:06;05.12.2021 17:07;107
642;642;642;642;8010;10;1352;release a defined part on stopper 1;212;12.05.2021;16:51:41;12.05.2021;16:51:54;5;0;05.12.2021 16:51;05.12.2021 16:51;108
643;643;643;643;8010;20;1352;feed part from magazin;200;12.05.2021;16:52:22;12.05.2021;16:52:23;11;27;05.12.2021 16:52;05.12.2021 16:52;108
644;644;644;656;8010;30;1352;assemble a PCB with one fuse left;302;12.05.2021;17:04:23;12.05.2021;17:06:05;8;6;05.12.2021 17:04;05.12.2021 17:06;108
645;645;645;657;8010;40;1352;feed part from magazin;200;12.05.2021;17:06:54;12.05.2021;17:06:56;6;63;05.12.2021 17:06;05.12.2021 17:06;108
646;646;646;658;8010;50;1352;pressing for time in seconds;110;12.05.2021;17:07:13;12.05.2021;17:07:15;7;14;05.12.2021 17:07;05.12.2021 17:07;108
647;647;647;659;8010;60;1352;store a part from stopper 2;211;12.05.2021;17:08:55;12.05.2021;17:09:06;5;1126;05.12.2021 17:08;05.12.2021 17:09;108
648;648;648;648;8010;10;1352;release a defined part on stopper 1;212;12.05.2021;16:51:58;12.05.2021;16:52:13;5;0;05.12.2021 16:51;05.12.2021 16:52;109
649;649;649;649;8010;20;1352;feed part from magazin;200;12.05.2021;16:52:40;12.05.2021;16:52:42;11;27;05.12.2021 16:52;05.12.2021 16:52;109
